label,PAAC1,PAAC2,PAAC3,PAAC4,PAAC5,PAAC6,PAAC7,PAAC8,PAAC9,PAAC10,PAAC11,PAAC12,PAAC13,PAAC14,PAAC15,PAAC16,PAAC17,PAAC18,PAAC19,PAAC20,PAAC21,PAAC22,PAAC23,PAAC24,PAAC25
1,0.0,3.431,3.431,0.0,0.0,6.862,3.431,3.431,0.0,0.0,10.294,6.862,0.0,0.0,6.862,13.725,3.431,0.0,3.431,3.431,5.37,6.224,6.173,7.888,5.72
1,3.496,3.496,0.0,3.496,6.992,3.496,6.992,0.0,6.992,0.0,6.992,0.0,0.0,0.0,0.0,3.496,6.992,3.496,10.488,3.496,6.446,5.013,5.135,7.68,5.807
1,0.0,3.112,0.0,9.336,0.0,9.336,3.112,6.224,0.0,3.112,6.224,3.112,0.0,6.224,0.0,3.112,0.0,0.0,3.112,6.224,8.635,7.235,8.539,6.124,7.229
1,0.0,8.621,0.0,2.874,0.0,5.747,0.0,11.495,0.0,2.874,8.621,2.874,0.0,0.0,2.874,5.747,0.0,2.874,0.0,2.874,9.417,7.227,7.296,10.193,8.394
1,3.611,0.0,7.223,0.0,7.223,7.223,10.834,3.611,0.0,3.611,10.834,3.611,3.611,7.223,3.611,0.0,0.0,0.0,0.0,0.0,5.673,5.605,7.089,4.095,5.312
1,3.253,6.505,9.758,0.0,0.0,3.253,0.0,6.505,0.0,9.758,6.505,0.0,0.0,0.0,0.0,9.758,3.253,0.0,3.253,3.253,7.075,7.923,6.112,7.439,6.398
1,3.044,3.044,0.0,0.0,0.0,3.044,3.044,3.044,0.0,0.0,6.088,12.175,3.044,0.0,6.088,3.044,6.088,6.088,3.044,0.0,11.32,5.251,8.096,7.57,6.888
1,11.369,3.79,37.896,3.79,0.0,3.79,0.0,0.0,0.0,0.0,0.0,3.79,0.0,0.0,3.79,0.0,0.0,0.0,0.0,7.579,4.858,6.575,4.199,3.608,4.968
1,0.0,0.0,10.366,6.91,0.0,6.91,3.455,0.0,3.455,0.0,3.455,3.455,10.366,3.455,0.0,0.0,3.455,3.455,0.0,10.366,6.371,7.014,4.519,6.696,6.295
1,0.0,0.0,10.366,6.91,0.0,6.91,3.455,0.0,3.455,0.0,3.455,3.455,10.366,3.455,0.0,0.0,3.455,3.455,0.0,10.366,6.371,7.014,4.519,6.696,6.295
1,10.625,0.0,3.542,0.0,0.0,10.625,0.0,0.0,7.084,0.0,10.625,7.084,0.0,3.542,3.542,7.084,3.542,0.0,0.0,3.542,6.485,6.198,5.168,4.842,6.471
1,11.182,0.0,0.0,0.0,3.727,3.727,0.0,3.727,3.727,11.182,0.0,3.727,0.0,7.454,14.909,3.727,0.0,0.0,3.727,3.727,6.139,4.301,5.33,5.158,4.529
1,11.067,0.0,7.378,0.0,7.378,3.689,0.0,3.689,3.689,11.067,3.689,3.689,0.0,3.689,11.067,0.0,0.0,0.0,3.689,0.0,4.803,4.504,4.829,6.282,5.803
1,3.202,12.81,0.0,0.0,0.0,12.81,6.405,0.0,3.202,3.202,12.81,9.607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.748,5.819,9.316,7.852,7.215
1,0.0,0.0,0.0,6.788,3.394,6.788,6.788,0.0,3.394,6.788,6.788,6.788,3.394,0.0,3.394,6.788,0.0,3.394,0.0,3.394,6.014,7.528,6.625,4.12,7.833
1,3.463,6.925,3.463,10.388,3.463,10.388,0.0,6.925,0.0,0.0,0.0,3.463,0.0,0.0,0.0,13.85,0.0,0.0,3.463,3.463,3.445,4.287,6.139,7.829,9.048
1,3.053,12.211,6.106,0.0,0.0,6.106,3.053,0.0,3.053,0.0,12.211,3.053,0.0,6.106,0.0,0.0,3.053,0.0,0.0,3.053,7.385,5.861,8.618,8.34,8.74
1,6.437,3.218,3.218,3.218,0.0,12.874,3.218,0.0,3.218,3.218,3.218,3.218,6.437,0.0,3.218,0.0,3.218,3.218,0.0,3.218,7.203,8.806,7.386,6.546,5.69
1,6.337,3.168,3.168,3.168,0.0,12.673,0.0,0.0,6.337,3.168,3.168,3.168,3.168,0.0,3.168,0.0,3.168,3.168,0.0,6.337,7.084,8.735,7.065,7.442,6.305
1,6.51,3.255,6.51,0.0,3.255,6.51,3.255,0.0,0.0,6.51,3.255,13.02,0.0,0.0,0.0,3.255,3.255,0.0,0.0,6.51,7.779,7.008,6.318,7.503,6.295
1,6.893,0.0,3.446,0.0,0.0,3.446,6.893,6.893,0.0,10.339,0.0,3.446,6.893,0.0,6.893,3.446,0.0,3.446,3.446,3.446,6.286,7.096,5.2,6.0,6.493
1,6.625,3.312,0.0,0.0,3.312,3.312,6.625,6.625,0.0,6.625,0.0,3.312,6.625,0.0,6.625,3.312,0.0,3.312,3.312,3.312,7.887,6.489,6.194,6.241,6.94
1,7.491,0.0,7.491,7.491,3.746,3.746,0.0,0.0,7.491,0.0,0.0,0.0,0.0,0.0,7.491,0.0,11.237,3.746,3.746,11.237,5.896,4.427,4.431,5.772,4.559
1,0.0,0.0,14.691,3.673,0.0,7.346,3.673,0.0,0.0,0.0,3.673,3.673,3.673,3.673,7.346,0.0,3.673,3.673,0.0,14.691,5.329,5.146,4.007,6.512,5.55
1,3.157,0.0,3.157,6.315,0.0,3.157,3.157,3.157,0.0,9.472,3.157,9.472,0.0,6.315,3.157,0.0,0.0,0.0,6.315,3.157,7.404,5.8,7.502,8.777,7.369
1,3.348,0.0,3.348,10.043,0.0,3.348,0.0,0.0,0.0,10.043,3.348,3.348,0.0,6.695,3.348,3.348,6.695,0.0,10.043,0.0,6.689,4.703,7.428,8.135,6.093
1,3.239,0.0,0.0,12.955,0.0,12.955,0.0,3.239,0.0,3.239,6.477,9.716,3.239,3.239,0.0,0.0,3.239,0.0,3.239,0.0,7.714,8.625,5.564,6.056,7.268
1,6.203,0.0,0.0,9.304,0.0,0.0,3.101,12.405,0.0,3.101,3.101,9.304,0.0,3.101,0.0,0.0,3.101,0.0,6.203,3.101,7.778,5.412,9.189,7.679,7.918
1,0.0,0.0,6.616,3.308,0.0,6.616,6.616,9.923,0.0,3.308,3.308,3.308,0.0,3.308,0.0,3.308,6.616,3.308,6.616,0.0,9.09,4.69,6.986,5.875,7.204
1,3.516,0.0,3.516,10.548,0.0,7.032,3.516,3.516,7.032,7.032,7.032,7.032,0.0,3.516,0.0,3.516,0.0,0.0,3.516,0.0,5.372,7.232,4.694,4.652,7.732
1,3.001,9.003,0.0,0.0,0.0,3.001,3.001,3.001,0.0,0.0,15.005,3.001,6.002,6.002,0.0,0.0,9.003,0.0,0.0,0.0,8.958,5.636,8.496,9.087,7.805
1,0.0,9.487,3.162,0.0,3.162,12.649,0.0,0.0,0.0,6.325,3.162,0.0,6.325,3.162,0.0,3.162,3.162,3.162,3.162,3.162,7.662,6.401,6.704,8.225,7.76
1,0.0,0.0,14.064,3.516,0.0,7.032,3.516,0.0,3.516,0.0,3.516,3.516,10.548,3.516,0.0,0.0,3.516,3.516,0.0,10.548,5.749,6.459,4.919,6.399,6.156
1,0.0,0.0,14.011,3.503,0.0,10.509,3.503,0.0,3.503,0.0,0.0,3.503,10.509,3.503,0.0,0.0,3.503,3.503,0.0,10.509,5.941,6.599,5.041,6.228,6.134
1,0.0,0.0,0.0,10.18,0.0,3.393,0.0,3.393,6.787,0.0,6.787,6.787,0.0,10.18,6.787,3.393,3.393,0.0,6.787,0.0,8.012,4.778,7.116,5.552,6.675
1,0.0,3.382,3.382,0.0,0.0,0.0,10.147,3.382,3.382,3.382,3.382,3.382,0.0,3.382,3.382,20.295,0.0,3.382,0.0,3.382,6.254,6.948,5.875,6.775,6.498
1,2.929,8.786,0.0,5.857,0.0,5.857,0.0,2.929,0.0,0.0,2.929,5.857,0.0,5.857,5.857,0.0,2.929,0.0,5.857,2.929,9.149,11.492,6.566,5.064,9.158
1,3.053,3.053,0.0,6.105,0.0,3.053,6.105,3.053,0.0,0.0,12.21,9.158,0.0,9.158,3.053,3.053,0.0,0.0,0.0,0.0,6.767,7.683,9.857,7.738,6.905
1,17.033,3.407,0.0,6.813,0.0,3.407,0.0,10.22,3.407,3.407,3.407,3.407,0.0,0.0,0.0,6.813,3.407,0.0,0.0,3.407,4.943,7.351,5.675,6.37,7.529
1,17.708,3.542,3.542,3.542,0.0,3.542,0.0,7.083,3.542,3.542,3.542,3.542,0.0,0.0,0.0,10.625,7.083,0.0,0.0,0.0,3.974,6.839,5.868,6.378,6.109
1,7.51,0.0,0.0,0.0,0.0,0.0,3.755,15.021,0.0,3.755,11.265,7.51,0.0,0.0,0.0,3.755,3.755,0.0,3.755,15.021,4.923,4.112,4.998,5.58,5.284
1,10.053,3.351,3.351,0.0,0.0,6.702,6.702,10.053,0.0,6.702,0.0,3.351,3.351,3.351,0.0,6.702,0.0,0.0,0.0,3.351,5.271,8.2,7.037,5.251,7.221
1,7.962,0.0,7.962,3.981,0.0,3.981,3.981,7.962,0.0,0.0,11.943,0.0,3.981,0.0,3.981,7.962,11.943,0.0,0.0,3.981,3.949,4.542,4.049,3.846,3.997
1,7.51,0.0,0.0,0.0,0.0,0.0,3.755,11.265,0.0,3.755,11.265,7.51,0.0,0.0,0.0,3.755,3.755,0.0,3.755,18.776,5.19,4.112,4.998,5.456,5.141
1,3.534,0.0,3.534,0.0,7.069,0.0,0.0,10.603,0.0,7.069,10.603,3.534,0.0,0.0,3.534,3.534,7.069,7.069,0.0,3.534,6.238,5.924,5.538,6.528,5.086
1,15.085,7.542,0.0,3.771,0.0,0.0,0.0,26.398,0.0,3.771,0.0,0.0,0.0,0.0,11.313,0.0,0.0,0.0,0.0,7.542,5.117,5.442,4.582,5.253,4.182
1,19.34,0.0,3.868,3.868,3.868,3.868,0.0,15.472,0.0,0.0,3.868,0.0,0.0,0.0,11.604,0.0,3.868,0.0,3.868,3.868,4.812,4.785,5.117,3.972,3.953
1,0.0,0.0,10.587,0.0,7.058,3.529,3.529,7.058,0.0,0.0,3.529,0.0,0.0,14.116,0.0,7.058,7.058,3.529,3.529,0.0,4.122,6.532,7.09,6.507,5.17
1,0.0,8.383,0.0,2.794,0.0,5.589,0.0,11.178,0.0,2.794,8.383,8.383,0.0,0.0,2.794,2.794,0.0,2.794,0.0,0.0,9.618,7.984,7.961,10.138,8.411
1,10.784,0.0,10.784,0.0,7.189,0.0,0.0,7.189,0.0,3.595,3.595,7.189,0.0,7.189,3.595,0.0,7.189,0.0,3.595,0.0,5.324,5.298,4.853,5.87,6.765
1,10.265,0.0,0.0,17.109,0.0,0.0,6.843,10.265,0.0,3.422,3.422,0.0,10.265,6.843,0.0,0.0,0.0,0.0,0.0,0.0,7.038,5.636,6.395,8.192,4.305
