label,APAAC1,APAAC2,APAAC3,APAAC4,APAAC5,APAAC6,APAAC7,APAAC8,APAAC9,APAAC10,APAAC11,APAAC12,APAAC13,APAAC14,APAAC15,APAAC16,APAAC17,APAAC18,APAAC19,APAAC20,APAAC21,APAAC22,APAAC23,APAAC24,APAAC25,APAAC26,APAAC27,APAAC28,APAAC29,APAAC30
1,0.0,13.317,4.439,4.439,0.0,13.317,0.0,0.0,0.0,4.439,13.317,4.439,4.439,0.0,8.878,13.317,4.439,0.0,0.0,0.0,-0.724,1.03,-0.568,0.306,4.275,3.995,1.025,2.41,-0.293,-0.235
1,27.838,9.279,0.0,18.559,0.0,0.0,0.0,9.279,0.0,0.0,9.279,18.559,0.0,9.279,0.0,0.0,0.0,0.0,0.0,9.279,-3.068,-1.297,0.568,2.622,-0.963,-1.225,-0.913,0.072,-4.387,-2.762
1,8.236,8.236,0.0,8.236,0.0,8.236,0.0,8.236,0.0,0.0,8.236,0.0,0.0,8.236,8.236,16.473,0.0,0.0,8.236,8.236,-1.468,-2.916,2.031,2.036,0.519,1.468,-1.586,-3.079,1.359,2.797
1,0.0,7.352,14.703,7.352,7.352,7.352,0.0,7.352,0.0,0.0,14.703,22.054,0.0,14.703,0.0,0.0,0.0,0.0,7.352,0.0,-1.511,-2.057,-3.225,-3.904,5.503,6.263,-0.38,0.59,-5.172,-6.379
1,6.192,0.0,0.0,24.769,0.0,6.192,6.192,12.385,0.0,0.0,0.0,6.192,0.0,0.0,0.0,18.577,0.0,0.0,0.0,6.192,-0.516,1.825,-0.342,2.536,2.007,4.057,0.42,2.614,-0.685,1.391
1,0.0,0.0,0.0,0.0,0.0,7.936,0.0,7.936,7.936,7.936,0.0,23.81,0.0,0.0,0.0,0.0,15.874,7.936,7.936,15.874,-0.758,-0.944,-4.777,-5.118,2.11,1.481,3.843,4.457,-2.941,-0.531
1,6.146,24.581,0.0,0.0,0.0,0.0,6.146,0.0,0.0,0.0,6.146,6.146,0.0,0.0,18.437,0.0,6.146,0.0,0.0,12.291,5.601,2.611,4.792,2.654,2.03,1.858,-2.534,-0.06,-2.663,-0.327
1,0.0,14.679,0.0,0.0,0.0,7.34,0.0,0.0,0.0,0.0,7.34,14.679,0.0,0.0,22.019,0.0,14.679,0.0,0.0,22.019,5.02,3.879,2.184,1.762,0.334,-0.041,-5.405,-2.934,-4.742,-2.81
1,4.352,4.352,0.0,8.703,0.0,13.055,4.352,8.703,0.0,4.352,4.352,8.703,0.0,8.703,4.352,8.703,4.352,8.703,4.352,4.352,-0.371,0.444,-1.081,-2.402,-2.047,-2.809,-1.191,-1.086,2.872,3.232
1,22.377,7.459,7.459,7.459,0.0,14.919,0.0,0.0,0.0,0.0,7.459,7.459,0.0,0.0,0.0,0.0,14.919,0.0,0.0,0.0,0.743,1.96,0.143,0.721,1.213,1.481,-0.949,0.34,1.853,2.985
1,0.0,21.147,0.0,5.287,0.0,5.287,10.573,0.0,5.287,5.287,0.0,5.287,0.0,0.0,10.573,5.287,0.0,5.287,0.0,0.0,2.474,1.388,0.282,-0.036,2.526,1.225,4.619,2.058,4.322,1.844
1,0.0,0.0,13.633,6.817,0.0,0.0,0.0,0.0,0.0,20.45,6.817,13.633,0.0,13.633,13.633,6.817,6.817,0.0,0.0,0.0,0.102,-0.302,-1.355,-1.881,-2.163,-1.887,1.452,1.963,0.833,0.987
1,20.512,13.674,0.0,0.0,0.0,0.0,0.0,6.838,0.0,6.838,0.0,0.0,0.0,0.0,0.0,13.674,13.674,0.0,6.838,20.512,-1.702,-1.251,-0.446,0.051,-1.687,-0.092,-0.021,0.241,2.061,0.287
1,0.0,20.895,0.0,0.0,0.0,10.448,0.0,0.0,10.448,0.0,41.79,0.0,0.0,0.0,0.0,10.448,10.448,0.0,0.0,10.448,-3.942,-1.379,4.35,2.31,-3.224,-2.166,0.5,-0.356,-6.878,-4.137
1,0.0,6.068,6.068,12.135,0.0,12.135,12.135,12.135,0.0,6.068,0.0,6.068,0.0,0.0,6.068,0.0,6.068,6.068,0.0,6.068,-2.126,-1.641,2.641,2.446,-1.359,-0.16,0.621,0.932,-0.034,1.597
1,20.851,10.425,5.213,0.0,0.0,10.425,0.0,0.0,5.213,10.425,15.638,10.425,5.213,0.0,0.0,5.213,5.213,0.0,0.0,0.0,-1.856,-0.85,-0.777,-0.568,1.626,0.829,-0.834,0.443,-0.933,-1.334
1,0.0,0.0,4.774,4.774,0.0,28.647,4.774,4.774,4.774,9.549,4.774,9.549,0.0,0.0,4.774,0.0,0.0,0.0,0.0,9.549,0.748,1.125,0.127,-0.018,0.953,2.631,0.222,1.152,0.431,1.914
1,25.099,0.0,50.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.099,0.0,0.0,0.0,0.0,0.0,-1.481,-0.015,1.807,0.08,-1.576,-0.03,2.133,0.171,-1.471,-0.015
1,22.593,7.531,15.062,15.062,0.0,0.0,0.0,0.0,0.0,7.531,7.531,0.0,7.531,0.0,0.0,7.531,0.0,0.0,7.531,7.531,-1.95,-1.444,-1.265,-0.954,0.411,0.185,-0.285,0.169,-0.501,0.206
1,0.0,0.0,6.685,6.685,0.0,0.0,13.37,13.37,6.685,0.0,13.37,6.685,6.685,13.37,0.0,0.0,6.685,0.0,0.0,6.685,-0.15,-0.251,-0.025,-1.188,-0.301,0.296,0.547,-0.105,0.722,0.18
1,0.0,7.467,0.0,7.467,0.0,0.0,0.0,22.403,0.0,7.467,0.0,14.935,0.0,0.0,0.0,7.467,22.403,0.0,0.0,7.467,-2.48,-0.796,2.131,3.281,-0.68,0.049,1.485,2.631,-1.762,-0.937
1,5.124,5.124,5.124,5.124,0.0,5.124,5.124,0.0,0.0,5.124,10.247,15.371,10.247,10.247,5.124,10.247,0.0,0.0,0.0,5.124,0.702,0.436,-0.548,-1.086,0.395,-0.779,-1.906,-2.562,1.235,1.64
1,18.124,0.0,6.041,6.041,0.0,0.0,0.0,12.083,0.0,6.041,6.041,0.0,6.041,6.041,24.165,0.0,0.0,0.0,0.0,6.041,0.565,-0.396,0.783,-0.15,1.358,0.536,0.604,-0.266,0.304,0.0
1,6.782,13.563,0.0,13.563,0.0,6.782,0.0,13.563,0.0,13.563,6.782,6.782,0.0,6.782,0.0,0.0,13.563,0.0,0.0,0.0,-3.606,-1.724,-0.844,0.092,-0.031,0.621,4.679,3.916,-2.645,-2.182
1,0.0,5.204,10.408,0.0,0.0,15.611,10.408,0.0,0.0,0.0,0.0,15.611,0.0,0.0,0.0,10.408,0.0,0.0,0.0,5.204,1.905,2.102,2.579,2.346,2.94,4.411,1.672,2.477,3.919,2.798
1,0.0,16.564,0.0,8.282,0.0,8.282,0.0,8.282,0.0,8.282,0.0,8.282,0.0,8.282,16.564,0.0,8.282,0.0,8.282,0.0,0.651,2.316,-3.449,-3.145,-1.61,-2.311,1.625,1.411,2.544,2.584
1,0.0,0.0,5.415,10.83,0.0,10.83,5.415,0.0,0.0,0.0,5.415,27.076,0.0,0.0,5.415,5.415,0.0,5.415,0.0,0.0,1.925,1.811,1.413,1.458,2.201,4.309,0.483,0.223,1.82,3.127
1,0.0,0.0,27.529,6.882,0.0,6.882,6.882,13.764,0.0,6.882,6.882,0.0,0.0,0.0,0.0,6.882,13.764,6.882,0.0,0.0,-1.063,-0.021,-0.893,-0.454,0.671,0.325,-0.124,-1.228,0.485,-0.929
1,24.66,9.864,0.0,4.932,0.0,4.932,0.0,9.864,0.0,0.0,0.0,0.0,9.864,14.796,0.0,9.864,4.932,0.0,0.0,9.864,-0.28,-0.632,0.15,0.425,0.471,0.383,-1.108,-1.072,-1.036,-0.87
1,12.258,6.128,6.128,0.0,0.0,18.386,6.128,6.128,0.0,6.128,18.386,12.258,0.0,0.0,0.0,6.128,0.0,0.0,6.128,0.0,-2.662,-0.526,-0.953,0.797,0.636,-0.005,0.959,1.657,-2.214,-1.875
1,0.0,20.487,10.243,0.0,0.0,10.243,0.0,20.487,0.0,0.0,30.73,0.0,10.243,0.0,0.0,10.243,0.0,0.0,0.0,0.0,-2.834,-2.27,-0.361,2.034,0.507,-1.437,-0.89,0.248,-4.885,-2.789
1,0.0,0.0,0.0,7.418,0.0,7.418,7.418,0.0,7.418,0.0,0.0,22.254,0.0,0.0,14.836,0.0,14.836,0.0,0.0,7.418,0.32,0.677,1.513,2.243,1.504,1.504,-0.543,-0.592,2.403,1.954
1,13.354,0.0,0.0,26.708,0.0,6.677,0.0,26.708,0.0,13.354,0.0,6.677,6.677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.581,0.611,0.816,1.577,-0.676,0.426,-0.686,-0.461,-1.042,-0.14
1,0.0,8.512,4.256,8.512,0.0,21.282,0.0,0.0,0.0,4.256,8.512,8.512,0.0,0.0,0.0,0.0,8.512,0.0,4.256,4.256,2.086,3.417,0.299,1.177,0.522,2.183,3.433,3.162,0.784,2.066
1,8.603,8.603,0.0,17.206,0.0,25.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.603,8.603,0.0,8.603,0.0,17.206,0.0,0.872,2.937,-2.529,-1.027,0.697,1.512,0.769,-3.133,0.346,-3.68
1,12.238,4.079,4.079,8.158,12.238,4.079,4.079,8.158,4.079,8.158,0.0,4.079,0.0,4.079,8.158,0.0,4.079,0.0,4.079,4.079,-0.631,0.279,0.793,1.082,0.069,0.162,0.191,-0.132,0.24,0.049
1,20.776,10.388,0.0,0.0,0.0,0.0,5.194,10.388,0.0,0.0,5.194,20.776,0.0,0.0,5.194,5.194,10.388,0.0,0.0,0.0,1.416,1.547,-2.113,-0.5,0.383,0.654,1.454,2.127,0.365,1.173
1,14.681,7.34,0.0,0.0,0.0,7.34,0.0,0.0,14.681,0.0,7.34,0.0,0.0,0.0,7.34,14.681,14.681,0.0,7.34,7.34,-0.853,-1.053,-1.886,-0.432,0.776,1.742,0.241,-1.86,-0.015,0.575
1,6.323,0.0,6.323,12.645,0.0,0.0,6.323,0.0,0.0,6.323,0.0,0.0,6.323,0.0,12.645,6.323,25.291,0.0,6.323,6.323,-0.192,-0.465,-0.303,0.491,0.228,-0.592,-0.46,-0.293,0.303,0.121
1,0.0,5.749,0.0,5.749,0.0,22.996,17.247,5.749,0.0,0.0,5.749,0.0,0.0,0.0,0.0,5.749,5.749,0.0,5.749,5.749,2.458,3.1,1.276,3.98,-0.138,2.126,-0.875,1.095,0.125,0.621
1,0.0,5.636,0.0,0.0,0.0,5.636,11.273,5.636,5.636,5.636,5.636,0.0,0.0,5.636,11.273,11.273,11.273,5.636,0.0,5.636,0.886,1.375,0.134,-0.249,-0.369,0.206,0.206,0.944,1.193,-0.144
1,13.749,6.875,6.875,6.875,0.0,6.875,0.0,0.0,0.0,0.0,13.749,0.0,0.0,0.0,13.749,6.875,6.875,6.875,6.875,6.875,-0.108,0.077,-2.361,-2.444,-0.505,0.242,0.887,1.506,-0.402,-0.01
1,4.127,4.127,4.127,4.127,4.127,4.127,4.127,12.379,0.0,4.127,0.0,0.0,0.0,8.252,8.252,8.252,8.252,0.0,8.252,12.379,0.807,-0.05,0.663,0.584,-0.456,-1.282,1.203,0.812,-1.099,-0.213
1,14.347,9.564,4.782,9.564,0.0,0.0,4.782,0.0,4.782,4.782,0.0,4.782,0.0,0.0,4.782,9.564,19.129,0.0,4.782,0.0,1.621,1.454,1.043,-0.048,-0.244,0.067,0.043,0.296,-0.182,0.306
1,0.0,0.0,0.0,35.578,0.0,0.0,0.0,11.859,17.789,0.0,5.93,0.0,0.0,0.0,17.789,0.0,0.0,0.0,0.0,0.0,0.187,0.449,0.298,3.38,0.845,0.796,0.854,3.678,-0.196,0.765
1,11.809,0.0,5.904,11.809,0.0,0.0,0.0,11.809,0.0,5.904,5.904,5.904,0.0,5.904,5.904,0.0,17.713,0.0,0.0,11.809,-1.46,-1.651,1.46,1.049,0.286,0.346,-0.472,-0.567,0.472,0.166
1,0.0,0.0,0.0,6.613,6.613,6.613,0.0,13.225,6.613,6.613,6.613,6.613,0.0,0.0,6.613,6.613,19.838,13.225,0.0,0.0,0.46,0.719,-0.878,-2.783,-0.153,-0.926,-0.524,-1.529,0.619,-0.809
1,0.0,8.544,0.0,8.544,0.0,0.0,0.0,25.632,0.0,0.0,0.0,8.544,0.0,17.088,8.544,8.544,0.0,0.0,17.088,0.0,-2.051,-0.902,0.62,-0.564,0.446,2.43,-0.718,-1.143,-0.754,0.108
1,5.338,5.338,10.676,0.0,0.0,0.0,0.0,10.676,0.0,16.014,5.338,5.338,0.0,16.014,0.0,10.676,5.338,0.0,5.338,0.0,0.865,0.567,0.139,-1.124,1.355,0.082,-0.12,0.456,1.11,0.586
1,4.718,4.718,4.718,0.0,0.0,0.0,37.742,9.436,0.0,0.0,0.0,0.0,0.0,4.718,14.154,14.154,0.0,0.0,0.0,4.718,-1.263,-0.54,1.57,0.258,-0.669,-0.015,1.541,0.248,-0.297,0.094
1,9.266,4.633,0.0,9.266,0.0,4.633,9.266,9.266,0.0,4.633,0.0,4.633,0.0,4.633,9.266,9.266,4.633,4.633,4.633,0.0,0.44,-0.028,0.612,1.214,1.441,1.464,0.347,0.088,0.5,1.26
1,13.405,6.703,0.0,0.0,0.0,6.703,6.703,0.0,0.0,0.0,6.703,26.81,6.703,0.0,13.405,0.0,0.0,0.0,0.0,6.703,-1.051,-0.662,3.106,3.078,-1.633,1.164,-0.385,0.164,0.985,1.398
1,0.0,5.45,27.254,10.901,0.0,0.0,0.0,5.45,0.0,16.351,21.803,5.45,0.0,0.0,0.0,5.45,0.0,0.0,5.45,0.0,-0.502,-1.02,2.025,0.984,-1.238,-0.161,-0.901,-1.346,-1.657,0.254
1,9.503,9.503,4.751,14.254,0.0,9.503,0.0,4.751,0.0,0.0,14.254,9.503,0.0,0.0,0.0,4.751,9.503,0.0,0.0,4.751,-0.223,1.226,-2.252,-1.444,1.207,2.171,1.891,3.164,-1.126,0.361
1,4.272,0.0,4.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.085,0.0,0.0,0.0,17.085,29.9,4.272,0.0,8.543,12.814,0.526,0.501,0.481,0.309,-0.334,-0.147,-0.01,0.147,0.334,-0.049
1,0.0,0.0,0.0,0.0,0.0,0.0,6.376,12.752,0.0,6.376,25.504,19.128,0.0,0.0,0.0,12.752,6.376,0.0,0.0,12.752,-1.255,-0.933,-1.188,-0.658,-2.132,-2.53,1.77,1.459,1.948,1.505
1,9.273,0.0,0.0,0.0,0.0,9.273,9.273,9.273,0.0,0.0,18.545,9.273,0.0,0.0,9.273,9.273,9.273,0.0,0.0,9.273,-2.193,-1.617,-0.148,-0.607,1.969,1.234,-3.111,-2.254,2.045,2.683
1,0.0,5.24,15.719,5.24,0.0,10.479,0.0,15.719,0.0,0.0,0.0,0.0,0.0,5.24,10.479,10.479,10.479,5.24,0.0,10.479,-0.786,-1.006,-0.173,-0.702,0.288,1.001,-0.618,-1.221,-0.707,-0.87
1,19.131,0.0,19.131,0.0,6.377,6.377,0.0,0.0,0.0,0.0,6.377,0.0,0.0,12.753,0.0,0.0,6.377,6.377,0.0,12.753,1.535,0.44,-0.153,0.024,-0.808,-0.722,0.277,0.349,2.21,1.196
1,5.667,11.335,0.0,0.0,0.0,5.667,0.0,5.667,5.667,11.335,5.667,5.667,0.0,0.0,11.335,17.002,5.667,0.0,0.0,17.002,-3.128,-1.443,0.162,0.479,0.221,-0.318,-3.064,-1.416,0.824,0.0
1,6.501,0.0,13.001,0.0,0.0,0.0,6.501,6.501,0.0,6.501,6.501,13.001,0.0,0.0,0.0,13.001,6.501,0.0,6.501,13.001,-0.736,0.673,-0.614,-0.366,-0.79,0.375,0.824,0.39,1.492,1.243
1,12.44,0.0,0.0,16.587,0.0,12.44,0.0,12.44,0.0,0.0,8.293,8.293,0.0,12.44,0.0,8.293,0.0,0.0,4.147,4.147,-1.065,0.333,0.139,-0.254,-1.02,-1.976,-0.04,-0.045,1.577,2.826
1,5.365,0.0,5.365,0.0,0.0,10.729,0.0,0.0,10.729,0.0,5.365,26.822,0.0,0.0,0.0,10.729,0.0,5.365,10.729,5.365,2.033,2.148,0.956,0.101,1.081,1.854,-0.826,-2.221,-0.546,-1.139
1,5.851,0.0,5.851,0.0,0.0,5.851,5.851,0.0,0.0,0.0,5.851,11.702,0.0,0.0,11.702,11.702,17.553,0.0,0.0,17.553,-0.05,-0.03,-1.751,-1.025,-0.463,-0.214,2.357,1.701,0.214,-0.209
1,0.0,6.634,6.634,6.634,0.0,0.0,0.0,19.902,6.634,6.634,6.634,0.0,0.0,6.634,13.268,13.268,6.634,0.0,0.0,0.0,0.164,0.224,-2.075,-1.05,1.124,-0.313,0.343,1.214,0.318,0.537
1,0.0,12.993,6.497,0.0,0.0,0.0,0.0,6.497,6.497,12.993,12.993,0.0,0.0,0.0,6.497,0.0,12.993,0.0,0.0,19.489,0.127,0.127,-3.045,-1.398,-1.277,-0.565,0.058,0.127,6.071,2.329
1,0.0,9.489,0.0,4.745,0.0,18.979,9.489,14.234,0.0,0.0,14.234,9.489,4.745,0.0,0.0,4.745,0.0,0.0,4.745,0.0,-2.069,0.062,1.77,0.161,0.071,1.969,1.343,2.614,-0.977,0.161
1,0.0,0.0,4.64,9.281,0.0,4.64,4.64,18.562,0.0,4.64,0.0,4.64,9.281,18.562,4.64,0.0,4.64,0.0,4.64,9.281,0.291,1.245,-0.454,-0.556,0.827,-0.281,-0.362,-1.97,0.352,-1.179
1,0.0,6.347,0.0,0.0,0.0,19.043,0.0,12.696,6.347,6.347,0.0,12.696,6.347,6.347,0.0,12.696,0.0,12.696,0.0,6.347,-0.022,-0.507,-1.586,-1.133,1.878,0.701,-1.419,-3.502,-1.813,-0.507
1,10.962,0.0,0.0,16.443,0.0,5.481,0.0,5.481,10.962,0.0,0.0,16.443,0.0,0.0,5.481,5.481,0.0,0.0,0.0,21.924,-0.853,1.416,0.459,1.144,-0.025,-0.409,-0.419,0.498,-0.183,-0.286
1,22.152,14.769,0.0,0.0,0.0,7.384,14.769,7.384,0.0,0.0,0.0,7.384,0.0,0.0,7.384,0.0,0.0,7.384,0.0,0.0,-1.356,0.279,1.617,1.396,0.177,1.365,1.294,-1.134,4.342,3.411
1,13.291,19.935,0.0,0.0,0.0,6.645,6.645,6.645,0.0,0.0,0.0,6.645,0.0,0.0,6.645,0.0,6.645,6.645,0.0,0.0,0.766,1.24,1.232,2.185,1.455,2.48,3.353,0.255,4.298,2.994
1,5.027,0.0,5.027,20.108,5.027,5.027,5.027,5.027,5.027,0.0,5.027,0.0,5.027,5.027,0.0,5.027,10.054,0.0,10.054,10.054,-0.037,-0.406,-0.069,0.185,-0.538,0.074,-0.892,0.216,-1.267,-2.829
1,14.076,0.0,0.0,0.0,14.076,0.0,0.0,0.0,7.038,7.038,0.0,0.0,0.0,0.0,7.038,14.076,28.152,0.0,0.0,7.038,0.177,0.143,0.232,0.03,-0.202,-0.128,0.498,-0.005,0.419,0.305
1,6.785,6.785,0.0,13.569,6.785,6.785,0.0,6.785,0.0,6.785,13.569,6.785,0.0,6.785,6.785,0.0,6.785,0.0,0.0,13.569,1.585,0.716,-0.95,0.646,-0.478,-0.413,0.092,-0.125,-5.227,-4.402
1,6.065,18.197,12.131,0.0,0.0,12.131,0.0,6.065,0.0,6.065,12.131,12.131,0.0,6.065,6.065,0.0,0.0,0.0,0.0,6.065,-3.63,-0.99,-2.841,-2.037,5.419,4.841,-0.268,1.258,-2.655,-2.212
1,7.843,0.0,0.0,0.0,0.0,7.843,7.843,0.0,7.843,7.843,7.843,0.0,7.843,23.529,0.0,0.0,15.687,0.0,0.0,0.0,-0.456,-0.075,2.598,1.751,-0.871,0.381,2.781,1.755,-1.153,-0.828
1,4.662,13.986,0.0,0.0,0.0,4.662,13.986,23.31,9.324,0.0,4.662,4.662,0.0,0.0,0.0,9.324,4.662,0.0,0.0,0.0,-0.634,0.699,0.359,0.876,2.737,1.086,-0.401,0.145,0.755,1.138
1,0.0,19.544,6.515,6.515,0.0,19.544,6.515,0.0,0.0,6.515,26.059,0.0,0.0,0.0,0.0,6.515,0.0,0.0,0.0,0.0,1.515,2.428,-2.003,-0.396,-0.894,-0.127,-0.41,1.07,-0.23,1.329
