label,PAAC1,PAAC2,PAAC3,PAAC4,PAAC5,PAAC6,PAAC7,PAAC8,PAAC9,PAAC10,PAAC11,PAAC12,PAAC13,PAAC14,PAAC15,PAAC16,PAAC17,PAAC18,PAAC19,PAAC20,PAAC21,PAAC22,PAAC23,PAAC24,PAAC25
1,14.683,0.0,4.894,4.894,0.0,0.0,0.0,9.789,0.0,4.894,4.894,0.0,4.894,4.894,19.578,0.0,0.0,0.0,0.0,4.894,4.699,4.444,2.698,4.151,5.697
1,3.885,7.77,0.0,7.77,0.0,3.885,0.0,7.77,0.0,7.77,3.885,3.885,0.0,3.885,0.0,0.0,7.77,0.0,0.0,0.0,10.859,9.534,7.098,5.137,9.099
1,0.0,5.391,10.781,0.0,0.0,16.172,10.781,0.0,0.0,0.0,0.0,16.172,0.0,0.0,0.0,10.781,0.0,0.0,0.0,5.391,5.124,4.883,3.728,6.094,4.705
1,0.0,9.683,0.0,4.841,0.0,4.841,0.0,4.841,0.0,4.841,0.0,4.841,0.0,4.841,9.683,0.0,4.841,0.0,4.841,0.0,6.707,11.047,10.245,7.337,6.568
1,0.0,0.0,4.487,8.974,0.0,8.974,4.487,0.0,0.0,0.0,4.487,22.435,0.0,0.0,4.487,4.487,0.0,4.487,0.0,0.0,6.138,6.875,4.796,8.248,6.636
1,0.0,0.0,19.115,4.779,0.0,4.779,4.779,9.557,0.0,4.779,4.779,0.0,0.0,0.0,0.0,4.779,9.557,4.779,0.0,0.0,5.394,6.161,4.609,6.254,5.903
1,15.691,6.276,0.0,3.138,0.0,3.138,0.0,6.276,0.0,0.0,0.0,0.0,6.276,9.414,0.0,6.276,3.138,0.0,0.0,6.276,8.261,5.562,5.723,7.681,6.873
1,7.375,3.687,3.687,0.0,0.0,11.062,3.687,3.687,0.0,3.687,11.062,7.375,0.0,0.0,0.0,3.687,0.0,0.0,3.687,0.0,8.375,7.184,6.406,6.394,8.958
1,0.0,10.526,5.263,0.0,0.0,5.263,0.0,10.526,0.0,0.0,15.789,0.0,5.263,0.0,0.0,5.263,0.0,0.0,0.0,0.0,9.445,6.27,8.206,6.765,11.422
1,0.0,0.0,0.0,6.437,0.0,6.437,6.437,0.0,6.437,0.0,0.0,19.312,0.0,0.0,12.875,0.0,12.875,0.0,0.0,6.437,5.744,4.075,3.179,7.01,2.742
1,8.926,0.0,0.0,17.852,0.0,4.463,0.0,17.852,0.0,8.926,0.0,4.463,4.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.304,5.208,6.962,6.758,6.825
1,0.0,7.086,3.543,7.086,0.0,17.715,0.0,0.0,0.0,3.543,7.086,7.086,0.0,0.0,0.0,0.0,7.086,0.0,3.543,3.543,5.426,8.071,7.169,4.884,7.135
1,5.049,5.049,0.0,10.098,0.0,15.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.049,5.049,0.0,5.049,0.0,10.098,0.0,5.953,9.24,7.389,8.41,8.422
1,8.865,2.955,2.955,5.91,8.865,2.955,2.955,5.91,2.955,5.91,0.0,2.955,0.0,2.955,5.91,0.0,2.955,0.0,2.955,2.955,6.649,4.851,5.216,7.0,5.365
1,14.192,7.096,0.0,0.0,0.0,0.0,3.548,7.096,0.0,0.0,3.548,14.192,0.0,0.0,3.548,3.548,7.096,0.0,0.0,0.0,6.16,9.225,6.447,6.651,7.654
1,10.019,5.009,0.0,0.0,0.0,5.009,0.0,0.0,10.019,0.0,5.009,0.0,0.0,0.0,5.009,10.019,10.019,0.0,5.009,5.009,6.719,7.188,4.695,6.287,4.979
1,5.028,0.0,5.028,10.056,0.0,0.0,5.028,0.0,0.0,5.028,0.0,0.0,5.028,0.0,10.056,5.028,20.111,0.0,5.028,5.028,4.356,3.604,4.167,4.453,2.976
1,0.0,4.697,0.0,4.697,0.0,18.786,14.089,4.697,0.0,0.0,4.697,0.0,0.0,0.0,0.0,4.697,4.697,0.0,4.697,4.697,3.977,4.459,6.058,7.893,7.168
1,0.0,4.136,0.0,0.0,0.0,4.136,8.274,4.136,4.136,4.136,4.136,0.0,0.0,4.136,8.274,8.274,8.274,4.136,0.0,4.136,5.471,7.008,4.842,5.165,7.191
1,8.437,4.219,4.219,4.219,0.0,4.219,0.0,0.0,0.0,0.0,8.437,0.0,0.0,0.0,8.437,4.219,4.219,4.219,4.219,4.219,6.138,9.128,7.537,7.125,6.793
1,2.853,2.853,2.853,2.853,2.853,2.853,2.853,8.558,0.0,2.853,0.0,0.0,0.0,5.705,5.705,5.705,5.705,0.0,5.705,8.558,5.768,6.792,6.046,5.104,7.822
1,10.452,6.968,3.484,6.968,0.0,0.0,3.484,0.0,3.484,3.484,0.0,3.484,0.0,0.0,3.484,6.968,13.936,0.0,3.484,0.0,5.285,5.581,6.271,6.919,6.261
1,0.0,0.0,0.0,30.924,0.0,0.0,0.0,10.308,15.462,0.0,5.154,0.0,0.0,0.0,15.462,0.0,0.0,0.0,0.0,0.0,5.18,3.788,4.503,2.822,6.397
1,8.993,0.0,4.496,8.993,0.0,0.0,0.0,8.993,0.0,4.496,4.496,4.496,0.0,4.496,4.496,0.0,13.489,0.0,0.0,8.993,5.821,3.035,4.342,5.542,4.823
1,0.0,0.0,0.0,4.095,4.095,4.095,0.0,8.189,4.095,4.095,4.095,4.095,0.0,0.0,4.095,4.095,12.284,8.189,0.0,0.0,6.932,7.167,7.865,7.246,5.274
1,0.0,4.781,0.0,4.781,0.0,0.0,0.0,14.343,0.0,0.0,0.0,4.781,0.0,9.562,4.781,4.781,0.0,0.0,9.562,0.0,8.012,7.367,7.212,9.343,10.694
1,3.623,3.623,7.245,0.0,0.0,0.0,0.0,7.245,0.0,10.868,3.623,3.623,0.0,10.868,0.0,7.245,3.623,0.0,3.623,0.0,5.787,7.668,6.993,7.231,7.114
1,3.619,3.619,3.619,0.0,0.0,0.0,28.954,7.239,0.0,0.0,0.0,0.0,0.0,3.619,10.858,10.858,0.0,0.0,0.0,3.619,5.917,4.347,5.879,3.306,4.545
1,6.799,3.399,0.0,6.799,0.0,3.399,6.799,6.799,0.0,3.399,0.0,3.399,0.0,3.399,6.799,6.799,3.399,3.399,3.399,0.0,8.216,4.946,6.537,6.877,5.436
1,9.224,4.612,0.0,0.0,0.0,4.612,4.612,0.0,0.0,0.0,4.612,18.448,4.612,0.0,9.224,0.0,0.0,0.0,0.0,4.612,8.917,4.387,8.739,7.051,6.337
1,0.0,3.508,17.542,7.017,0.0,0.0,0.0,3.508,0.0,10.525,14.034,3.508,0.0,0.0,0.0,3.508,0.0,0.0,3.508,0.0,6.289,5.103,7.186,7.503,7.259
1,6.288,6.288,3.144,9.432,0.0,6.288,0.0,3.144,0.0,0.0,9.432,6.288,0.0,0.0,0.0,3.144,6.288,0.0,0.0,3.144,7.364,9.313,6.166,5.773,8.502
1,3.662,0.0,3.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.646,0.0,0.0,0.0,14.646,25.631,3.662,0.0,7.323,10.984,2.838,2.977,3.196,3.508,3.268
1,0.0,0.0,0.0,0.0,0.0,0.0,4.352,8.704,0.0,4.352,17.408,13.056,0.0,0.0,0.0,8.704,4.352,0.0,0.0,8.704,7.242,6.786,7.43,4.993,3.92
1,6.65,0.0,0.0,0.0,0.0,6.65,6.65,6.65,0.0,0.0,13.3,6.65,0.0,0.0,6.65,6.65,6.65,0.0,0.0,6.65,7.739,5.516,3.84,7.209,2.546
1,0.0,3.367,10.102,3.367,0.0,6.734,0.0,10.102,0.0,0.0,0.0,0.0,0.0,3.367,6.734,6.734,6.734,3.367,0.0,6.734,6.664,7.058,5.367,7.277,6.29
1,15.197,0.0,15.197,0.0,5.066,5.066,0.0,0.0,0.0,0.0,5.066,0.0,0.0,10.131,0.0,0.0,5.066,5.066,0.0,10.131,3.78,5.418,6.14,4.939,3.738
1,3.395,6.79,0.0,0.0,0.0,3.395,0.0,3.395,3.395,6.79,3.395,3.395,0.0,0.0,6.79,10.185,3.395,0.0,0.0,10.185,8.534,6.328,6.383,8.857,5.393
1,4.975,0.0,9.949,0.0,0.0,0.0,4.975,4.975,0.0,4.975,4.975,9.949,0.0,0.0,0.0,9.949,4.975,0.0,4.975,9.949,6.212,5.492,5.126,5.164,3.384
1,7.979,0.0,0.0,10.638,0.0,7.979,0.0,7.979,0.0,0.0,5.319,5.319,0.0,7.979,0.0,5.319,0.0,0.0,2.66,2.66,7.714,7.854,7.42,8.01,5.173
1,3.589,0.0,3.589,0.0,0.0,7.177,0.0,0.0,7.177,0.0,3.589,17.943,0.0,0.0,0.0,7.177,0.0,3.589,7.177,3.589,5.81,7.68,6.505,8.19,7.222
1,4.65,0.0,4.65,0.0,0.0,4.65,4.65,0.0,0.0,0.0,4.65,9.301,0.0,0.0,9.301,9.301,13.951,0.0,0.0,13.951,4.182,6.072,4.795,1.759,4.135
1,0.0,4.581,4.581,4.581,0.0,0.0,0.0,13.742,4.581,4.581,4.581,0.0,0.0,4.581,9.161,9.161,4.581,0.0,0.0,0.0,5.339,7.792,5.827,6.39,5.943
1,0.0,9.044,4.522,0.0,0.0,0.0,0.0,4.522,4.522,9.044,9.044,0.0,0.0,0.0,4.522,0.0,9.044,0.0,0.0,13.566,6.352,8.404,7.868,7.095,2.452
1,0.0,6.245,0.0,3.123,0.0,12.49,6.245,9.368,0.0,0.0,9.368,6.245,3.123,0.0,0.0,3.123,0.0,0.0,3.123,0.0,8.956,6.504,7.941,6.158,7.991
1,0.0,0.0,3.059,6.118,0.0,3.059,3.059,12.237,0.0,3.059,0.0,3.059,6.118,12.237,3.059,0.0,3.059,0.0,3.059,6.118,5.677,7.454,5.909,7.036,6.622
1,0.0,3.269,0.0,0.0,0.0,9.807,0.0,6.538,3.269,3.269,0.0,6.538,3.269,3.269,0.0,6.538,0.0,6.538,0.0,3.269,9.019,9.236,7.822,9.6,8.75
1,7.617,0.0,0.0,11.425,0.0,3.809,0.0,3.809,7.617,0.0,0.0,11.425,0.0,0.0,3.809,3.809,0.0,0.0,0.0,15.233,6.756,5.69,6.063,6.276,6.666
1,14.555,9.703,0.0,0.0,0.0,4.851,9.703,4.851,0.0,0.0,0.0,4.851,0.0,0.0,4.851,0.0,0.0,4.851,0.0,0.0,12.488,6.32,9.51,8.5,4.963
1,9.503,14.254,0.0,0.0,0.0,4.751,4.751,4.751,0.0,0.0,0.0,4.751,0.0,0.0,4.751,0.0,4.751,4.751,0.0,0.0,11.46,8.253,9.958,7.472,5.841
1,3.286,0.0,3.286,13.144,3.286,3.286,3.286,3.286,3.286,0.0,3.286,0.0,3.286,3.286,0.0,3.286,6.572,0.0,6.572,6.572,5.807,5.365,5.451,6.59,7.78
1,12.792,0.0,0.0,0.0,12.792,0.0,0.0,0.0,6.396,6.396,0.0,0.0,0.0,0.0,6.396,12.792,25.584,0.0,0.0,6.396,1.939,2.163,2.821,2.006,1.527
1,3.852,3.852,0.0,7.705,3.852,3.852,0.0,3.852,0.0,3.852,7.705,3.852,0.0,3.852,3.852,0.0,3.852,0.0,0.0,7.705,5.116,7.011,8.105,7.393,10.737
1,3.447,10.342,6.895,0.0,0.0,6.895,0.0,3.447,0.0,3.447,6.895,6.895,0.0,3.447,3.447,0.0,0.0,0.0,0.0,3.447,9.91,9.541,4.483,7.659,9.804
1,6.426,0.0,0.0,0.0,0.0,6.426,6.426,0.0,6.426,6.426,6.426,0.0,6.426,19.278,0.0,0.0,12.852,0.0,0.0,0.0,5.891,3.266,5.487,2.911,5.332
1,3.164,9.493,0.0,0.0,0.0,3.164,9.493,15.822,6.329,0.0,3.164,3.164,0.0,0.0,0.0,6.329,3.164,0.0,0.0,0.0,8.367,7.12,4.984,8.737,7.506
1,0.0,12.168,4.056,4.056,0.0,12.168,4.056,0.0,0.0,4.056,16.224,0.0,0.0,0.0,0.0,4.056,0.0,0.0,0.0,0.0,7.073,9.655,8.32,7.094,7.018
1,0.0,0.0,10.052,5.027,0.0,10.052,0.0,0.0,5.027,0.0,10.052,5.027,0.0,0.0,0.0,5.027,10.052,0.0,0.0,15.079,3.66,5.116,4.916,5.055,5.858
1,4.261,4.261,0.0,4.261,0.0,8.521,0.0,0.0,0.0,0.0,4.261,4.261,0.0,0.0,8.521,12.782,0.0,0.0,0.0,17.042,4.755,8.623,9.015,6.571,2.866
1,3.048,15.24,0.0,3.048,0.0,0.0,6.096,9.144,0.0,3.048,3.048,0.0,0.0,0.0,3.048,3.048,9.144,0.0,0.0,3.048,8.873,7.769,5.242,8.495,8.662
1,12.05,0.0,6.025,6.025,0.0,12.05,6.025,0.0,6.025,6.025,6.025,0.0,0.0,6.025,0.0,0.0,6.025,0.0,0.0,0.0,4.537,4.544,4.729,5.553,8.336
1,0.0,9.785,0.0,3.262,0.0,0.0,6.523,3.262,0.0,0.0,9.785,0.0,0.0,6.523,6.523,3.262,3.262,0.0,0.0,6.523,5.169,7.574,8.434,10.136,9.978
1,13.249,4.416,0.0,0.0,0.0,0.0,0.0,4.416,4.416,0.0,4.416,0.0,4.416,13.249,4.416,8.832,0.0,0.0,0.0,4.416,5.846,6.962,7.697,6.681,6.571
1,8.527,4.263,0.0,17.053,0.0,4.263,0.0,0.0,0.0,4.263,8.527,8.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.263,8.249,10.624,3.936,5.094,12.409
1,4.047,4.047,0.0,8.093,0.0,0.0,4.047,4.047,0.0,0.0,16.186,4.047,0.0,8.093,4.047,4.047,0.0,0.0,0.0,0.0,6.88,8.106,9.329,9.378,5.611
1,4.453,0.0,0.0,4.453,0.0,0.0,0.0,4.453,0.0,0.0,0.0,0.0,0.0,4.453,8.906,17.812,0.0,4.453,8.906,8.906,4.482,6.088,7.491,7.535,7.608
1,6.602,3.301,3.301,0.0,0.0,3.301,3.301,3.301,0.0,0.0,9.903,0.0,0.0,3.301,6.602,3.301,3.301,0.0,6.602,13.204,6.669,5.521,4.745,7.338,6.405
1,4.964,0.0,0.0,0.0,4.964,9.928,4.964,4.964,0.0,0.0,4.964,4.964,0.0,0.0,0.0,0.0,4.964,4.964,4.964,9.928,7.434,7.414,5.859,5.914,8.85
1,0.0,0.0,6.701,3.35,0.0,6.701,3.35,3.35,0.0,3.35,10.051,10.051,0.0,0.0,6.701,0.0,3.35,3.35,0.0,6.701,4.895,4.818,7.894,7.264,8.121
1,0.0,0.0,7.404,3.702,3.702,0.0,7.404,3.702,0.0,3.702,0.0,14.808,7.404,0.0,0.0,3.702,3.702,0.0,0.0,11.105,5.423,4.062,7.02,6.685,6.474
1,0.0,8.497,0.0,0.0,0.0,4.249,4.249,0.0,4.249,8.497,12.747,12.747,0.0,0.0,0.0,4.249,4.249,0.0,0.0,0.0,7.339,9.28,4.538,5.411,9.7
1,4.508,9.015,0.0,0.0,4.508,4.508,4.508,9.015,0.0,0.0,0.0,9.015,0.0,4.508,9.015,0.0,0.0,0.0,0.0,4.508,6.806,9.885,6.916,4.389,8.898
1,0.0,0.0,4.202,8.403,0.0,0.0,4.202,8.403,0.0,4.202,4.202,8.403,0.0,0.0,4.202,0.0,4.202,4.202,12.605,0.0,6.679,7.422,5.069,6.642,6.964
1,3.468,0.0,3.468,3.468,0.0,3.468,0.0,6.936,3.468,0.0,17.341,3.468,0.0,6.936,0.0,6.936,10.405,0.0,0.0,3.468,5.444,6.635,6.602,3.802,4.687
1,0.0,3.285,9.855,3.285,3.285,3.285,3.285,3.285,0.0,9.855,3.285,6.57,0.0,3.285,0.0,6.57,3.285,0.0,3.285,3.285,4.767,6.646,5.943,7.04,6.622
1,0.0,10.193,0.0,0.0,0.0,0.0,0.0,0.0,10.193,0.0,5.097,0.0,0.0,0.0,15.29,30.578,0.0,0.0,0.0,0.0,5.198,6.693,7.452,5.009,4.299
1,3.995,3.995,0.0,11.985,0.0,3.995,0.0,0.0,0.0,0.0,3.995,0.0,0.0,0.0,0.0,11.985,0.0,3.995,7.99,7.99,11.068,4.755,8.785,7.949,7.515
1,6.583,6.583,3.292,9.875,0.0,3.292,6.583,3.292,6.583,0.0,3.292,0.0,0.0,0.0,3.292,0.0,3.292,0.0,3.292,6.583,6.725,6.218,5.787,7.959,7.482
1,15.098,0.0,0.0,0.0,10.065,5.033,0.0,0.0,5.033,5.033,0.0,0.0,0.0,5.033,5.033,10.065,0.0,0.0,10.065,5.033,5.379,4.412,4.952,4.431,5.333
1,3.629,7.258,0.0,0.0,3.629,0.0,3.629,21.773,0.0,0.0,3.629,7.258,0.0,0.0,0.0,7.258,7.258,0.0,0.0,3.629,8.157,6.716,4.251,7.029,4.899
1,11.564,2.891,0.0,11.564,0.0,0.0,5.782,8.673,2.891,2.891,8.673,2.891,2.891,0.0,2.891,5.782,0.0,0.0,0.0,0.0,6.255,5.034,5.825,6.668,6.834
1,0.0,10.221,6.814,6.814,0.0,3.407,0.0,0.0,0.0,6.814,3.407,0.0,3.407,0.0,3.407,3.407,0.0,0.0,10.221,3.407,9.284,6.482,8.742,8.101,6.068
1,11.667,0.0,19.445,3.889,0.0,0.0,0.0,3.889,0.0,0.0,0.0,0.0,3.889,3.889,0.0,3.889,3.889,3.889,7.778,3.889,6.395,5.761,5.471,6.773,5.6
1,12.637,0.0,6.318,3.159,0.0,6.318,3.159,0.0,0.0,3.159,0.0,9.477,0.0,0.0,6.318,3.159,0.0,6.318,3.159,0.0,7.971,6.593,7.813,7.598,6.843
