label,pssm_avg_A,pssm_avg_R,pssm_avg_N,pssm_avg_D,pssm_avg_C,pssm_avg_Q,pssm_avg_E,pssm_avg_G,pssm_avg_H,pssm_avg_I,pssm_avg_L,pssm_avg_K,pssm_avg_M,pssm_avg_F,pssm_avg_P,pssm_avg_S,pssm_avg_T,pssm_avg_W,pssm_avg_Y,pssm_avg_V,pssm_sum_A,pssm_sum_R,pssm_sum_N,pssm_sum_D,pssm_sum_C,pssm_sum_Q,pssm_sum_E,pssm_sum_G,pssm_sum_H,pssm_sum_I,pssm_sum_L,pssm_sum_K,pssm_sum_M,pssm_sum_F,pssm_sum_P,pssm_sum_S,pssm_sum_T,pssm_sum_W,pssm_sum_Y,pssm_sum_V,pssm_std_A,pssm_std_R,pssm_std_N,pssm_std_D,pssm_std_C,pssm_std_Q,pssm_std_E,pssm_std_G,pssm_std_H,pssm_std_I,pssm_std_L,pssm_std_K,pssm_std_M,pssm_std_F,pssm_std_P,pssm_std_S,pssm_std_T,pssm_std_W,pssm_std_Y,pssm_std_V,pssm_overall_avg,pssm_overall_std
1,-1.235294118,-0.588235294,-0.764705882,-1.117647059,-2.647058824,-0.882352941,-1,-1.411764706,-1.058823529,-1.529411765,-1.823529412,-0.705882353,-1.235294118,-1.647058824,-1.764705882,-0.941176471,-0.941176471,-2.294117647,-1.294117647,-1.235294118,-21,-10,-13,-19,-45,-15,-17,-24,-18,-26,-31,-12,-21,-28,-30,-16,-16,-39,-22,-21,1.032558217,3.183135709,2.610780816,3.038962671,1.169464432,1.452685141,1.802775638,2.717048572,2.726503902,3.023194648,2.157408576,2.201269687,1.521898969,2.714340999,2.65822807,1.784327192,1.088036548,3.653161403,1.896203638,2.77329704,-1.305882353,2.364061955
1,0.166666667,-0.791666667,-0.875,-1.666666667,-2.083333333,-0.625,-1.041666667,-1,-0.958333333,-1.5,-1.458333333,-0.75,-0.916666667,-1.541666667,-1,-0.208333333,-0.125,-2.625,-1.333333333,-1,4,-19,-21,-40,-50,-15,-25,-24,-23,-36,-35,-18,-22,-37,-24,-5,-3,-63,-32,-24,2.160246899,2.225917821,2.028331934,2.057154359,1.017954755,1.929462642,1.517411029,2.734640903,1.944427191,2.105892354,2.358687304,1.823756277,1.501207244,2.653613888,2.519489251,1.718927033,1.483606065,1.438976085,1.970801352,1.865009616,-1.066666667,2.056426242
1,-2.65,-6.9,-2.8,-3.6,-10.5,-4.45,-3.4,-4.45,-5.4,-5,-5.65,-5.45,-5.55,-7.6,-5.8,-3.4,-4.4,-10.7,-7.25,-4.8,-53,-138,-56,-72,-210,-89,-68,-89,-108,-100,-113,-109,-111,-152,-116,-68,-88,-214,-145,-96,4.38027877,4.290748922,4.111601046,7.014271167,4.173853451,3.516502449,5.519343973,4.946822478,2.161870535,3.211820274,6.106726231,4.273233707,4.07140219,6.142175168,2.984168755,3.485307507,2.303315688,4.824280694,5.210061117,3.764096313,-5.4875,4.886700702
1,-0.75,-1.5,-0.5,-1.5,-0.916666667,-1.416666667,-1.5,-2.5,-2,-0.5,-0.916666667,-1.5,-0.75,-2.083333333,-2.333333333,-0.416666667,0.25,-3.25,-1.833333333,0.083333333,-9,-18,-6,-18,-11,-17,-18,-30,-24,-6,-11,-18,-9,-25,-28,-5,3,-39,-22,1,1.138180366,2.576114057,3.477198454,3.370999312,3.654594452,1.56427929,1.882937743,1.678744119,1.954016842,3.089571903,2.574643253,1.732050808,1.864744682,1.240112409,0.778498944,2.065224326,1.712255291,0.753778361,0.937436867,3.203927514,-1.291666667,2.321622397
1,-0.7,0,-0.25,-0.8,-2.25,-0.1,-0.1,-1.95,-1.15,-1.45,-1.1,0,-0.55,-2.2,-0.9,-0.1,-0.4,-2.95,-1.85,-1.15,-14,0,-5,-16,-45,-2,-2,-39,-23,-29,-22,0,-11,-44,-18,-2,-8,-59,-37,-23,0.864504726,2.809757435,2.336776908,2.462348045,1.208522369,1.293709477,2.447340124,1.276302225,1.268027893,2.258900524,2.633788546,1.777046633,1.986136159,1.361114095,2.789076436,1.83245593,1.095445115,0.759154655,0.670820393,2.158825217,-0.9975,2.029160849
1,0.166666667,-0.916666667,-1.25,-0.833333333,-2.166666667,-0.916666667,-0.75,-1.416666667,-1.666666667,-1.833333333,-1.75,-0.416666667,-1.416666667,-2.166666667,-1.916666667,-0.5,-0.833333333,-2.916666667,-1.833333333,-1.416666667,2,-11,-15,-10,-26,-11,-9,-17,-20,-22,-21,-5,-17,-26,-23,-6,-10,-35,-22,-17,3.040135563,2.778434266,1.658312395,3.809875525,1.642245322,1.621353718,2.00567377,2.778434266,1.07308674,2.329000306,2.378884383,2.937479852,1.831955405,3.157482695,0.99620492,1.445997611,0.717740563,1.505042031,1.800673275,2.503028469,-1.3375,2.263535675
1,-0.333333333,-1.083333333,-1,-0.916666667,-1.916666667,-0.75,-0.583333333,-1.166666667,-1.166666667,-1.416666667,-1.416666667,-0.916666667,-1,-1.166666667,-1.166666667,-0.083333333,-0.75,-2.25,-0.916666667,-1.083333333,-4,-13,-12,-11,-23,-9,-7,-14,-14,-17,-17,-11,-12,-14,-14,-1,-9,-27,-11,-13,1.723280874,2.065224326,1.651445648,2.745519766,1.164500153,1.422226168,2.274696117,2.622744341,1.403458931,2.1514618,2.274696117,1.443375673,1.477097892,2.918073254,2.757908738,2.1514618,1.055289706,1.864744682,2.968266508,1.975225342,-1.054166667,2.051722684
1,-1.466666667,-0.6,-0.466666667,-1.333333333,-2.066666667,-0.866666667,-0.8,-1.733333333,-1,-2.066666667,-1.6,-0.2,-1.266666667,-1.066666667,-2.333333333,-0.933333333,-1.133333333,-1.733333333,-0.866666667,-2.133333333,-22,-9,-7,-20,-31,-13,-12,-26,-15,-31,-24,-3,-19,-16,-35,-14,-17,-26,-13,-32,0.743223353,2.693908472,3.136573806,2.919556392,3.453086956,1.959105724,2.833473386,2.463060427,1.309307341,2.153623746,2.667261838,3.144155576,1.579632266,3.673586544,1.112697281,1.486446706,0.639940473,3.63449086,2.669046557,1.597617273,-1.283333333,2.456906366
1,-0.285714286,-1.071428571,0.214285714,1,-2.071428571,0.285714286,0.357142857,-0.214285714,-1.142857143,-2.428571429,-2.214285714,-0.285714286,-1.714285714,-2.571428571,-1.214285714,0.785714286,-0.571428571,-2.928571429,-2.285714286,-1.857142857,-4,-15,3,14,-29,4,5,-3,-16,-34,-31,-4,-24,-36,-17,11,-8,-41,-32,-26,1.683794772,1.268814451,1.121713759,2.801098686,1.071611706,2.091321681,1.86494557,2.391606201,0.864437822,1.504571787,1.121713759,1.266647388,1.325987088,0.646206173,0.425815314,1.847183779,1.016349858,0.82874193,0.726273039,1.875228924,-1.010714286,1.873659385
1,-0.923076923,-0.923076923,-1.076923077,-1.615384615,-2.076923077,-0.692307692,-0.615384615,-1.769230769,-0.769230769,-1.153846154,-1.307692308,-0.076923077,-0.846153846,-1.384615385,-1.846153846,-0.769230769,-0.230769231,-1.230769231,-0.538461538,-0.538461538,-12,-12,-14,-21,-27,-9,-8,-23,-10,-15,-17,-1,-11,-18,-24,-10,-3,-16,-7,-7,0.954073587,1.977436828,1.656378503,1.556623565,1.037749043,1.548365557,2.218800785,2.420531834,2.976402923,2.73392739,1.750457816,3.067614123,1.214231845,1.850155919,0.987096234,1.300887271,2.420531834,3.919052737,2.726884199,2.601774542,-1.019230769,2.168749947
1,-0.428571429,0.5,-1.214285714,-1.785714286,-2.214285714,-0.071428571,-0.642857143,-2.142857143,-1.428571429,-1.5,-1.214285714,0.214285714,-0.642857143,-2.571428571,0.142857143,-0.785714286,-0.357142857,-3,-1.928571429,-0.928571429,-6,7,-17,-25,-31,-1,-9,-30,-20,-21,-17,3,-9,-36,2,-11,-5,-42,-27,-13,1.342459609,3.252218178,1.311403912,1.050902281,1.121713759,1.899971081,1.277445941,0.864437822,1.222499691,2.377781772,1.968153036,2.118728626,1.215739272,1.222499691,3.759237706,0.974961256,1.598419549,0.67936622,0.730045912,2.432608151,-1.1,1.984943324
1,-0.642857143,-0.357142857,-1.285714286,-1.571428571,-2.214285714,-0.5,-0.5,-2.357142857,-1.714285714,-1.071428571,-1.071428571,0,-0.642857143,-2.428571429,0.214285714,-0.785714286,0.071428571,-3,-1.928571429,-0.357142857,-9,-5,-18,-22,-31,-7,-7,-33,-24,-15,-15,0,-9,-34,3,-11,1,-42,-27,-5,0.497245158,2.790289284,1.38278267,1.452546078,1.121713759,1.400549343,1.951330907,0.633323694,1.138728807,2.615465416,2.092634913,2.183856856,1.33630621,1.283881478,3.724731718,1.050902281,2.129076568,0.67936622,0.730045912,2.619663597,-1.107142857,1.986369368
1,-0.958333333,-0.875,-1,-0.666666667,-2.625,-0.416666667,-0.041666667,-1.625,-1.166666667,-1.666666667,-1.75,-0.541666667,-1.25,-1.166666667,-1.625,-0.625,-0.75,-1.416666667,-0.958333333,-1.541666667,-23,-21,-24,-16,-63,-10,-1,-39,-28,-40,-42,-13,-30,-28,-39,-15,-18,-34,-23,-37,1.267629306,2.091650066,1.793708813,3.031238327,1.055523773,2.104171151,2.710353204,2.392242899,1.203858531,2.25863881,1.893926219,2.302723655,1.390964632,3.143892169,2.318404624,1.663221076,1.594828599,3.866429278,2.510485258,1.864523874,-1.133333333,2.258071941
1,-1.25,-5.583333333,-2,-2.583333333,-10.33333333,-2.916666667,-2.166666667,-4.833333333,-5.25,-4.416666667,-6.5,-3.416666667,-5.166666667,-9.916666667,-4.333333333,-2.25,-2,-11.66666667,-7.75,-4.833333333,-15,-67,-24,-31,-124,-35,-26,-58,-63,-53,-78,-41,-62,-119,-52,-27,-24,-140,-93,-58,4.845335151,4.962739957,3.931226966,5.501377238,3.676295896,2.108783938,5.322906474,2.757908738,2.261335084,1.781640375,4.582575695,4.122186828,3.12855858,3.423404295,2.348435972,2.632834629,4.748205403,4.228331572,1.864744682,2.757908738,-4.958333333,4.607775735
1,-1.133333333,0.733333333,-0.533333333,-0.733333333,-2.733333333,0.666666667,0.266666667,-2,-0.266666667,-2.466666667,-2.133333333,0.4,-1.133333333,-2.533333333,-0.6,-0.533333333,-1,-2.066666667,-1.466666667,-2.133333333,-17,11,-8,-11,-41,10,4,-30,-4,-37,-32,6,-17,-38,-9,-8,-15,-31,-22,-32,0.833809388,3.034719725,1.505545305,2.344192419,0.798808637,2.193062655,2.016597795,0.845154255,2.491891613,1.807392228,1.302013093,2.131397932,0.990430402,1.457329587,3.202677451,1.505545305,0.654653671,3.673586544,1.552264091,1.505545305,-1.07,2.185962793
1,-1.2,-1.4,-0.6,-1.333333333,-2.266666667,-1.2,-1.133333333,-2.2,-1.466666667,-0.733333333,-1.266666667,-0.8,-0.866666667,-1.2,-0.933333333,-0.8,-0.4,-2.8,-1.266666667,-0.866666667,-18,-21,-9,-20,-34,-18,-17,-33,-22,-11,-19,-12,-13,-18,-14,-12,-6,-42,-19,-13,0.861891607,1.723783215,3.135055251,2.6367368,1.099783528,1.521277659,1.767430203,1.473576795,1.302013093,2.890048607,2.604026187,2.651145305,1.641718032,3.255764119,3.769552203,2.077085871,1.681835732,1.698739028,1.869555588,2.325838303,-1.236666667,2.231738236
1,0.6,-0.866666667,-1.2,-1.866666667,-1.266666667,-1,-1.2,-1.2,-1.6,-0.466666667,-0.866666667,-0.933333333,-0.6,-1.533333333,-1.666666667,0.066666667,0.333333333,-2.533333333,-1.2,0.066666667,9,-13,-18,-28,-19,-15,-18,-18,-24,-7,-13,-14,-9,-23,-25,1,5,-38,-18,1,1.91982142,2.531703737,1.521277659,1.060098827,1.032795559,1.133893419,0.941123948,2.42604911,1.4040757,2.503331114,1.552264091,1.437590577,1.121223821,1.505545305,0.723746864,2.051712409,2.093072474,1.302013093,2.336052837,2.576450123,-0.946666667,1.859342775
