label,APAAC1,APAAC2,APAAC3,APAAC4,APAAC5,APAAC6,APAAC7,APAAC8,APAAC9,APAAC10,APAAC11,APAAC12,APAAC13,APAAC14,APAAC15,APAAC16,APAAC17,APAAC18,APAAC19,APAAC20,APAAC21,APAAC22,APAAC23,APAAC24,APAAC25,APAAC26,APAAC27,APAAC28,APAAC29,APAAC30
1,7.151,7.151,7.151,0.0,14.302,14.302,0.0,0.0,0.0,7.151,7.151,7.151,0.0,0.0,7.151,14.302,0.0,0.0,0.0,7.151,-0.205,0.195,-1.271,1.291,-1.527,0.01,1.862,1.387,-1.632,-0.225
1,9.288,9.288,9.288,9.288,0.0,9.288,0.0,18.576,0.0,0.0,0.0,0.0,0.0,0.0,9.288,9.288,0.0,0.0,9.288,9.288,0.603,0.623,-1.384,-0.73,-2.973,-0.077,0.45,-0.082,0.909,0.496
1,8.677,8.677,26.034,0.0,0.0,8.677,8.677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.356,8.677,0.0,8.677,8.677,0.843,0.24,-0.167,0.562,0.281,-1.203,-1.276,-1.791,-1.218,-0.406
1,10.043,0.0,0.0,0.0,0.0,10.043,25.107,5.021,0.0,0.0,0.0,0.0,0.0,0.0,40.171,0.0,0.0,0.0,10.043,0.0,-0.02,0.115,-0.457,-0.447,-0.236,0.351,0.236,0.06,0.231,-0.261
1,0.0,20.91,0.0,0.0,0.0,4.182,4.182,16.728,4.182,0.0,0.0,0.0,0.0,0.0,0.0,25.092,4.182,0.0,0.0,0.0,-0.743,0.779,4.426,2.34,2.209,2.114,3.691,2.118,1.708,1.903
1,6.228,0.0,0.0,0.0,0.0,0.0,0.0,31.141,0.0,0.0,6.228,6.228,0.0,0.0,43.597,0.0,0.0,0.0,6.228,0.0,-0.09,-0.095,-0.364,-0.498,0.578,0.154,0.169,-0.02,0.543,-0.03
1,10.921,5.46,5.46,10.921,0.0,0.0,5.46,5.46,0.0,10.921,5.46,10.921,0.0,0.0,5.46,0.0,10.921,0.0,0.0,16.381,-0.633,0.939,-1.727,-1.333,1.629,-0.093,-0.726,-0.254,-0.903,-0.648
1,7.701,0.0,3.851,3.851,0.0,3.851,0.0,19.253,0.0,7.701,7.701,3.851,3.851,7.701,0.0,3.851,0.0,0.0,0.0,19.253,2.722,1.409,1.322,-0.074,0.596,-0.536,0.587,-0.536,1.488,0.605
1,7.268,14.536,0.0,14.536,0.0,0.0,0.0,29.073,0.0,14.536,7.268,0.0,0.0,14.536,0.0,7.268,0.0,0.0,0.0,0.0,0.0,0.85,-4.944,-2.818,0.093,-0.022,0.823,0.136,-1.308,-1.832
1,4.84,4.84,4.84,0.0,4.84,0.0,4.84,14.519,0.0,4.84,0.0,0.0,0.0,14.519,4.84,9.68,0.0,4.84,4.84,14.519,0.344,-0.382,0.247,0.3,-0.019,0.155,0.358,-0.59,1.099,1.694
1,0.0,8.55,8.55,8.55,0.0,0.0,8.55,8.55,8.55,17.101,0.0,0.0,0.0,0.0,0.0,17.101,8.55,8.55,0.0,0.0,-0.01,-0.503,-0.0,-0.077,0.18,-0.764,-0.236,-1.124,-0.703,0.631
1,5.102,15.305,10.203,10.203,0.0,0.0,0.0,5.102,0.0,5.102,5.102,10.203,5.102,10.203,5.102,5.102,5.102,0.0,0.0,5.102,1.066,0.546,-3.54,-1.735,-2.678,-0.709,0.173,-0.26,2.469,2.637
1,13.711,0.0,6.856,13.711,0.0,20.567,6.856,0.0,6.856,0.0,13.711,0.0,0.0,6.856,6.856,0.0,0.0,0.0,0.0,6.856,-0.334,-0.334,-1.429,0.031,-0.879,-1.722,1.671,2.082,-0.319,-1.599
1,4.296,0.0,0.0,8.591,0.0,17.182,4.296,12.887,0.0,12.887,4.296,17.182,0.0,0.0,4.296,0.0,12.887,0.0,4.296,0.0,0.345,3.211,-1.624,-0.186,-0.572,-1.577,-0.67,-1.407,-0.778,0.165
1,12.237,6.119,6.119,6.119,0.0,18.356,6.119,0.0,6.119,0.0,12.237,12.237,0.0,0.0,0.0,0.0,0.0,0.0,6.119,0.0,0.032,-0.725,0.041,1.299,0.399,2.138,0.794,2.428,0.33,1.482
1,9.956,14.934,4.978,4.978,0.0,19.912,0.0,0.0,0.0,4.978,4.978,0.0,4.978,4.978,9.956,4.978,4.978,4.978,0.0,0.0,-2.444,-1.185,0.204,1.374,-0.244,0.503,1.678,0.707,-0.672,0.518
1,13.431,0.0,0.0,0.0,0.0,0.0,13.431,20.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.578,20.147,0.0,0.0,0.0,-0.489,-0.01,-0.383,0.03,0.609,0.086,-0.337,0.045,-0.302,0.015
1,6.726,0.0,0.0,13.451,6.726,6.726,0.0,13.451,6.726,6.726,20.177,0.0,0.0,0.0,6.726,0.0,0.0,0.0,13.451,0.0,-1.261,-2.078,1.034,0.908,-0.504,0.247,1.084,-1.332,0.701,0.318
1,27.644,13.822,0.0,6.911,0.0,0.0,0.0,0.0,0.0,0.0,20.733,0.0,6.911,0.0,6.911,6.911,0.0,0.0,6.911,6.911,-2.042,-0.524,-2.229,-1.441,3.908,2.27,-0.036,1.006,-2.322,-2.255
1,0.0,0.0,0.0,7.806,0.0,7.806,0.0,7.806,0.0,0.0,7.806,15.614,0.0,15.614,0.0,0.0,23.42,0.0,0.0,15.614,-0.198,1.543,-0.847,-0.071,-2.512,-1.913,0.787,-0.624,1.213,1.137
1,13.704,6.852,0.0,13.704,0.0,0.0,0.0,0.0,0.0,0.0,20.556,13.704,0.0,13.704,0.0,0.0,13.704,0.0,6.852,0.0,0.509,1.922,-0.324,-1.336,-1.609,-1.665,-1.444,-0.992,1.228,0.93
1,3.742,14.965,3.742,7.482,0.0,3.742,7.482,14.965,3.742,0.0,0.0,0.0,0.0,0.0,11.224,0.0,11.224,0.0,7.482,0.0,0.97,-0.009,2.469,1.468,0.148,0.813,0.88,1.378,0.817,1.275
1,8.026,0.0,0.0,24.08,0.0,0.0,0.0,16.054,0.0,0.0,16.054,24.08,8.026,0.0,0.0,0.0,8.026,0.0,0.0,0.0,-0.141,2.64,2.17,3.068,-2.718,-2.546,-1.988,-1.628,-1.602,-1.602
1,7.756,3.878,3.878,3.878,0.0,15.512,15.512,0.0,0.0,3.878,0.0,3.878,0.0,3.878,19.389,0.0,7.756,3.878,0.0,0.0,0.289,1.596,0.335,1.312,0.219,0.261,0.852,0.8,0.414,0.852
1,0.0,9.052,0.0,0.0,0.0,27.158,0.0,9.052,9.052,0.0,27.158,0.0,0.0,0.0,9.052,9.052,0.0,9.052,0.0,0.0,-1.825,-1.771,2.52,4.063,-2.699,-3.634,1.016,-0.386,-2.895,-3.02
1,0.0,7.66,0.0,0.0,7.66,0.0,0.0,0.0,0.0,0.0,15.321,38.303,0.0,0.0,7.66,0.0,0.0,0.0,22.982,0.0,0.598,0.259,-0.359,-1.972,-0.339,-1.23,3.481,2.415,-1.09,-1.349
1,0.0,25.142,0.0,0.0,12.571,4.19,4.19,4.19,0.0,0.0,4.19,0.0,4.19,0.0,0.0,12.571,12.571,4.19,0.0,0.0,0.915,0.51,2.068,1.047,3.322,0.805,1.602,1.06,0.612,0.062
1,20.806,13.87,6.936,6.936,0.0,0.0,0.0,6.936,0.0,6.936,0.0,0.0,0.0,0.0,0.0,6.936,0.0,13.87,6.936,13.87,2.653,1.124,-2.913,-2.455,-2.341,-0.296,-0.094,1.737,-1.02,-0.427
1,0.0,8.107,8.107,4.054,0.0,4.054,4.054,4.054,8.107,4.054,0.0,8.107,0.0,8.107,8.107,4.054,12.161,0.0,0.0,12.161,0.53,1.07,-0.195,-0.569,0.063,0.482,0.91,0.842,-0.068,-0.355
1,9.482,0.0,0.0,9.482,0.0,4.741,9.482,23.705,0.0,4.741,9.482,0.0,0.0,9.482,4.741,4.741,4.741,0.0,4.741,0.0,0.448,1.249,0.358,0.314,-0.1,0.254,0.169,-0.348,-0.562,-1.339
1,11.965,0.0,0.0,5.982,5.982,5.982,5.982,11.965,0.0,0.0,11.965,11.965,5.982,5.982,0.0,0.0,5.982,0.0,5.982,5.982,-0.198,-0.641,-0.976,-2.771,-0.636,-0.686,-0.346,0.981,1.5,2.07
1,0.0,0.0,0.0,5.911,0.0,5.911,0.0,5.911,0.0,0.0,23.643,5.911,0.0,17.732,5.911,0.0,5.911,5.911,5.911,0.0,1.946,2.629,0.488,0.949,0.293,0.142,1.432,1.826,1.263,0.372
1,13.648,0.0,0.0,6.824,0.0,6.824,6.824,13.648,0.0,0.0,6.824,6.824,0.0,6.824,0.0,20.472,0.0,0.0,6.824,6.824,-0.159,-1.024,0.067,0.988,-1.085,-0.343,-1.049,-0.896,0.686,0.455
1,0.0,0.0,7.247,7.247,0.0,14.495,0.0,7.247,0.0,0.0,7.247,0.0,14.495,0.0,7.247,14.495,7.247,0.0,0.0,14.495,-0.091,0.452,-0.918,-0.984,0.005,-0.34,-0.38,-0.776,0.426,1.147
1,9.79,0.0,0.0,9.79,4.895,14.685,0.0,0.0,0.0,0.0,14.685,9.79,4.895,0.0,4.895,4.895,4.895,4.895,0.0,9.79,1.116,1.85,-0.925,0.979,-2.041,-0.91,-0.015,-0.406,1.077,1.375
1,5.305,5.305,10.61,5.305,5.305,5.305,0.0,0.0,0.0,0.0,5.305,0.0,5.305,5.305,15.915,15.915,5.305,5.305,10.61,0.0,0.923,0.504,0.005,0.981,-1.178,-1.019,-0.18,-1.215,-1.432,-3.491
1,0.0,14.773,0.0,0.0,0.0,0.0,0.0,9.849,0.0,14.773,4.924,4.924,4.924,9.849,4.924,4.924,0.0,9.849,4.924,4.924,1.488,1.198,4.454,1.993,-0.028,0.014,1.338,-0.43,-2.47,-1.123
1,4.051,8.102,4.051,0.0,0.0,4.051,8.102,0.0,0.0,0.0,8.102,16.204,0.0,0.0,4.051,20.255,4.051,0.0,0.0,0.0,2.37,1.726,2.969,2.686,2.815,1.475,0.296,1.11,2.066,1.466
1,5.938,5.938,0.0,5.938,0.0,11.877,0.0,0.0,0.0,11.877,0.0,11.877,5.938,5.938,11.877,0.0,0.0,5.938,0.0,17.815,-2.201,-1.747,-2.065,-1.999,0.525,-0.545,-1.181,0.57,4.356,3.331
1,5.598,16.793,11.195,0.0,0.0,0.0,5.598,11.195,0.0,0.0,5.598,11.195,0.0,0.0,11.195,5.598,0.0,0.0,0.0,0.0,1.579,1.28,-0.244,0.987,3.191,1.604,1.671,1.562,1.931,2.473
1,12.156,12.156,0.0,6.078,0.0,6.078,0.0,0.0,0.0,6.078,12.156,18.234,6.078,18.234,0.0,0.0,6.078,0.0,0.0,0.0,-2.315,-1.385,-2.222,-0.728,-1.162,0.625,4.82,3.549,-3.239,-1.271
1,0.0,0.0,5.485,5.485,0.0,0.0,0.0,10.968,0.0,16.453,16.453,21.937,0.0,5.485,0.0,10.968,5.485,0.0,0.0,0.0,-2.577,-1.742,-0.059,0.424,1.041,1.742,-1.624,-0.977,2.828,2.226
1,0.0,0.0,0.0,0.0,0.0,32.468,12.987,12.987,0.0,19.481,0.0,0.0,0.0,0.0,0.0,0.0,12.987,0.0,0.0,12.987,0.291,2.125,-1.496,-1.917,-1.932,-3.122,-0.395,-1.33,0.784,3.096
1,7.206,7.206,0.0,7.206,0.0,14.412,14.412,7.206,0.0,0.0,0.0,7.206,7.206,21.618,0.0,0.0,7.206,0.0,0.0,7.206,0.984,-0.357,-2.61,-2.351,-2.675,-0.519,-1.346,1.016,0.281,-0.513
1,7.553,15.105,7.553,7.553,0.0,7.553,7.553,7.553,0.0,0.0,15.105,0.0,0.0,7.553,0.0,7.553,7.553,0.0,0.0,15.105,0.198,-0.442,-5.427,-2.974,2.0,0.634,1.365,1.218,-6.701,-3.161
1,5.544,11.089,0.0,11.089,0.0,16.633,5.544,5.544,0.0,0.0,0.0,0.0,0.0,0.0,5.544,5.544,0.0,0.0,0.0,5.544,1.654,3.73,1.596,3.658,0.678,4.451,3.514,3.888,2.198,2.559
1,8.321,41.609,0.0,0.0,0.0,0.0,0.0,24.965,0.0,0.0,8.321,0.0,0.0,0.0,0.0,0.0,8.321,0.0,0.0,8.321,-6.281,-1.303,9.347,4.039,-5.333,-1.218,7.574,3.64,-7.704,-2.621
1,0.0,0.0,7.143,7.143,0.0,14.284,0.0,0.0,0.0,0.0,7.143,7.143,0.0,7.143,28.57,0.0,0.0,0.0,21.427,7.143,-1.452,-1.596,-0.145,-2.196,-0.787,0.316,1.098,2.378,-1.216,-3.535
1,0.0,0.0,0.0,5.972,0.0,35.83,5.972,11.943,0.0,5.972,0.0,0.0,0.0,0.0,5.972,0.0,5.972,0.0,0.0,17.915,0.306,3.282,-1.127,-0.473,-2.561,-2.914,-0.057,0.855,1.71,5.432
1,6.222,12.445,0.0,6.222,0.0,18.667,0.0,0.0,0.0,0.0,6.222,6.222,0.0,12.445,6.222,6.222,6.222,0.0,0.0,0.0,-0.475,1.816,-2.104,-0.026,3.149,4.774,1.659,3.41,-0.152,0.836
1,11.256,0.0,0.0,0.0,5.628,0.0,0.0,5.628,5.628,0.0,16.884,0.0,5.628,5.628,5.628,5.628,11.256,5.628,0.0,5.628,1.018,1.018,1.171,0.81,1.459,0.374,1.04,0.41,1.409,1.247
1,0.0,19.412,0.0,0.0,0.0,0.0,12.941,12.941,0.0,0.0,12.941,0.0,0.0,0.0,6.471,0.0,12.941,0.0,6.471,6.471,2.677,1.187,0.824,-0.525,-0.924,-0.213,1.526,1.15,2.831,0.879
1,0.0,10.262,5.131,10.262,0.0,10.262,5.131,5.131,5.131,0.0,25.654,0.0,0.0,0.0,0.0,5.131,5.131,0.0,5.131,10.262,-1.226,-0.626,0.0,1.036,-2.129,-0.549,-2.037,-0.754,2.653,1.016
1,0.0,18.997,6.333,12.664,0.0,0.0,6.333,6.333,0.0,6.333,6.333,6.333,6.333,6.333,6.333,0.0,0.0,0.0,0.0,6.333,1.32,1.553,2.009,1.064,1.539,1.24,-3.871,-1.382,-0.727,2.27
1,7.884,0.0,0.0,0.0,0.0,7.884,7.884,7.884,7.884,0.0,15.77,0.0,0.0,0.0,0.0,15.77,23.654,0.0,0.0,7.884,-0.431,0.251,0.728,-0.031,-1.481,-0.999,0.805,0.051,-0.815,-0.579
1,22.597,7.532,0.0,7.532,0.0,0.0,0.0,7.532,0.0,0.0,0.0,15.065,0.0,15.065,7.532,7.532,15.065,0.0,0.0,0.0,-1.993,-1.819,-2.91,-1.149,3.074,2.663,-0.67,-0.533,-1.65,-0.464
1,0.0,6.95,0.0,13.899,0.0,0.0,0.0,0.0,0.0,13.899,27.8,0.0,0.0,6.95,13.899,6.95,6.95,0.0,6.95,0.0,-0.568,-0.615,-1.188,-1.027,-1.314,-0.943,-0.824,-1.631,2.398,1.465
1,5.117,15.351,10.234,0.0,0.0,15.351,5.117,0.0,0.0,0.0,10.234,10.234,5.117,5.117,0.0,0.0,5.117,0.0,0.0,0.0,2.07,1.174,0.226,-1.692,2.614,3.736,4.38,3.349,-1.266,-1.579
1,7.636,7.636,0.0,0.0,0.0,7.636,0.0,0.0,0.0,22.907,0.0,22.907,0.0,0.0,15.271,7.636,0.0,7.636,7.636,7.636,1.059,0.544,1.689,1.941,-1.432,-0.848,-4.266,-3.367,-5.566,-4.289
1,5.418,10.836,5.418,5.418,0.0,10.836,5.418,0.0,5.418,10.836,21.672,10.836,0.0,0.0,0.0,5.418,0.0,0.0,10.836,0.0,-2.487,-2.546,-1.983,-1.988,4.21,3.836,-2.779,-2.026,-0.948,-1.647
1,5.724,0.0,0.0,0.0,5.724,11.448,0.0,5.724,0.0,5.724,5.724,11.448,5.724,17.172,0.0,11.448,0.0,0.0,5.724,5.724,0.735,1.212,-0.579,-0.199,0.73,0.073,0.813,1.683,-0.827,-0.949
1,0.0,0.0,0.0,0.0,0.0,5.247,10.493,20.986,0.0,15.74,0.0,5.247,0.0,0.0,10.493,10.493,10.493,0.0,5.247,0.0,1.214,0.784,0.59,0.156,0.637,0.326,1.893,0.444,0.246,-0.727
1,6.367,12.734,19.1,0.0,6.367,0.0,0.0,12.734,0.0,6.367,6.367,0.0,6.367,6.367,6.367,0.0,12.734,0.0,0.0,0.0,-2.43,-0.693,4.452,1.9,-2.491,-1.447,1.253,0.647,-1.554,-1.508
1,17.852,5.951,0.0,0.0,5.951,11.901,0.0,0.0,0.0,5.951,5.951,0.0,17.852,0.0,5.951,5.951,11.901,5.951,0.0,5.951,-1.184,-0.445,-0.209,-1.194,0.257,-0.471,-0.145,-0.15,-1.376,-2.196
1,0.0,6.601,0.0,6.601,13.202,0.0,6.601,19.803,0.0,0.0,0.0,6.601,6.601,0.0,6.601,13.202,0.0,0.0,0.0,13.202,-1.342,-1.069,-0.05,1.282,2.262,0.693,-1.871,-0.178,0.149,1.109
1,5.085,5.085,0.0,20.342,0.0,10.171,0.0,5.085,0.0,5.085,5.085,5.085,5.085,0.0,10.171,0.0,0.0,0.0,5.085,20.342,-1.673,-1.124,2.568,4.236,-1.47,-0.697,-0.559,1.302,-2.375,-1.917
1,17.333,0.0,0.0,0.0,0.0,17.333,0.0,0.0,0.0,0.0,0.0,17.333,0.0,0.0,23.111,11.555,0.0,0.0,0.0,0.0,-0.607,0.455,0.598,2.99,-0.095,2.253,-0.628,0.325,2.899,5.144
1,5.096,10.193,5.096,20.386,0.0,0.0,0.0,5.096,0.0,5.096,0.0,5.096,0.0,0.0,0.0,10.193,15.289,0.0,0.0,0.0,-0.183,-0.106,2.972,3.466,1.566,2.34,-0.395,0.921,3.233,4.644
1,5.843,0.0,0.0,0.0,0.0,23.372,5.843,5.843,0.0,5.843,17.529,11.686,5.843,0.0,0.0,0.0,5.843,0.0,0.0,5.843,-0.098,1.608,-0.519,-0.206,0.902,2.795,-0.084,2.127,-0.65,0.636
1,0.0,0.0,0.0,10.654,0.0,15.981,0.0,10.654,0.0,5.327,21.309,10.654,0.0,0.0,0.0,0.0,5.327,0.0,10.654,10.654,0.091,-0.035,-1.452,-2.92,0.936,2.333,-0.521,2.303,-0.83,-1.118
1,0.0,4.688,18.751,0.0,0.0,9.375,4.688,0.0,0.0,4.688,4.688,14.063,0.0,0.0,28.126,0.0,0.0,0.0,0.0,0.0,0.37,0.352,0.312,1.069,2.627,2.721,0.543,1.617,0.922,0.401
1,0.0,11.01,5.505,5.505,0.0,11.01,5.505,5.505,0.0,0.0,22.021,5.505,0.0,0.0,0.0,16.515,5.505,0.0,0.0,11.01,2.72,1.433,-1.375,-1.213,-0.795,-0.424,-1.417,0.073,-2.265,-1.334
1,6.218,0.0,12.437,0.0,0.0,0.0,0.0,12.437,0.0,0.0,12.437,0.0,12.437,0.0,12.437,6.218,12.437,0.0,0.0,12.437,0.766,0.174,-0.214,-0.09,-0.264,-0.04,0.015,0.07,0.095,-0.005
1,0.0,8.029,8.029,8.029,0.0,24.089,8.029,8.029,0.0,0.0,0.0,0.0,0.0,8.029,0.0,8.029,0.0,8.029,8.029,0.0,2.255,3.787,1.132,2.25,-0.544,-0.087,-0.342,-0.482,-0.381,-3.946
1,18.03,9.014,0.0,0.0,0.0,0.0,18.03,0.0,0.0,18.03,0.0,27.045,0.0,0.0,9.014,0.0,0.0,0.0,9.014,0.0,1.39,-1.758,1.866,2.277,-1.531,-2.18,-0.26,0.838,-6.783,-2.039
1,14.269,0.0,0.0,14.269,0.0,7.134,7.134,0.0,0.0,0.0,14.269,14.269,0.0,0.0,0.0,7.134,7.134,0.0,7.134,7.134,-0.22,-0.39,-0.904,0.365,-0.669,0.599,-1.393,-0.439,1.418,1.753
1,0.0,0.0,0.0,8.563,0.0,4.282,0.0,0.0,8.563,8.563,12.845,8.563,0.0,4.282,4.282,12.845,17.127,4.282,0.0,8.563,-0.704,-1.192,-1.398,0.098,1.002,-0.334,0.236,0.334,-0.303,-0.498
1,0.0,4.398,17.592,8.796,4.398,4.398,8.796,4.398,4.398,0.0,0.0,8.796,0.0,0.0,4.398,8.796,8.796,0.0,0.0,0.0,1.583,1.034,0.941,0.119,1.746,2.375,1.064,1.896,1.148,0.136
1,6.588,19.763,6.588,6.588,6.588,6.588,0.0,0.0,0.0,0.0,13.175,13.175,6.588,6.588,0.0,0.0,6.588,0.0,0.0,0.0,4.511,3.958,0.252,1.359,-0.015,0.924,-2.317,-1.517,-3.291,-2.678
1,0.0,0.0,6.792,0.0,0.0,6.792,6.792,13.583,0.0,0.0,13.583,6.792,0.0,13.583,13.583,0.0,20.375,0.0,0.0,0.0,-0.336,-0.83,-0.764,1.217,-0.693,-1.049,0.942,0.932,-0.076,-1.217
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.955,24.978,19.982,0.0,0.0,4.996,0.03,-0.01,-0.035,-0.01,-0.045,0.09,0.045,-0.025,0.03,0.02
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.663,0.0,0.0,16.989,0.0,0.0,16.989,5.663,5.663,5.663,5.663,5.663,11.326,2.323,1.724,2.537,1.221,2.818,2.105,2.065,1.288,2.45,2.188
1,0.0,0.0,0.0,10.046,0.0,0.0,0.0,5.023,0.0,10.046,0.0,0.0,0.0,5.023,15.069,25.116,20.092,0.0,0.0,10.046,-0.382,-0.713,0.663,0.402,0.522,-0.035,-0.0,-0.502,-0.02,-0.397
1,13.056,6.528,0.0,6.528,0.0,13.056,26.111,0.0,0.0,0.0,6.528,0.0,0.0,0.0,0.0,6.528,0.0,0.0,6.528,6.528,0.206,2.001,1.083,1.933,1.878,1.837,-0.955,0.26,1.348,-0.982
1,0.0,5.177,10.354,0.0,0.0,0.0,0.0,5.177,5.177,0.0,25.884,10.354,0.0,0.0,5.177,20.707,15.53,0.0,0.0,0.0,-1.175,-0.854,-0.72,-0.067,-0.637,-0.632,0.104,-0.373,0.254,0.564
1,12.398,6.199,0.0,6.199,0.0,6.199,6.199,0.0,6.199,0.0,0.0,18.597,0.0,12.398,0.0,12.398,6.199,0.0,0.0,0.0,-0.293,-0.107,0.219,-0.242,0.065,1.12,2.325,4.561,-0.614,-0.019
1,7.294,0.0,0.0,0.0,7.294,0.0,0.0,0.0,7.294,0.0,14.588,0.0,0.0,14.588,7.294,14.588,7.294,7.294,0.0,0.0,1.361,2.004,1.716,1.729,1.326,1.545,1.313,1.186,0.28,0.013
1,0.0,0.0,8.945,4.472,0.0,0.0,13.416,4.472,13.416,13.416,13.416,4.472,4.472,4.472,4.472,0.0,4.472,0.0,0.0,8.945,-1.229,-1.003,-0.453,-0.617,2.772,1.178,-2.844,-0.957,-0.118,0.411
1,5.437,5.437,0.0,0.0,5.437,5.437,10.875,16.312,5.437,5.437,0.0,21.749,5.437,0.0,5.437,0.0,0.0,0.0,0.0,0.0,-1.571,0.287,1.035,1.229,-0.901,-0.901,1.049,1.493,3.827,2.02
1,12.497,6.249,6.249,18.746,0.0,12.497,6.249,0.0,0.0,0.0,12.497,6.249,6.249,0.0,0.0,0.0,6.249,0.0,0.0,0.0,0.6,1.715,-1.186,0.403,-0.019,1.443,-0.89,-0.253,1.542,2.915
1,6.869,0.0,0.0,0.0,0.0,6.869,0.0,6.869,0.0,13.737,13.737,6.869,0.0,0.0,13.737,20.606,6.869,0.0,0.0,6.869,1.195,-0.031,-0.665,-1.211,0.015,-0.309,0.309,0.196,-1.242,-1.288
1,9.465,9.465,9.465,0.0,0.0,9.465,0.0,9.465,4.733,4.733,0.0,4.733,0.0,4.733,0.0,9.465,0.0,0.0,4.733,14.198,-0.999,0.341,1.585,1.287,0.681,0.625,1.126,0.128,0.057,0.516
1,6.549,13.098,0.0,13.098,0.0,13.098,19.647,6.549,0.0,6.549,6.549,0.0,6.549,6.549,0.0,0.0,0.0,0.0,0.0,0.0,-2.923,-1.218,-0.702,-1.449,2.711,3.586,0.761,1.577,-0.653,0.074
1,0.0,0.0,5.097,5.097,0.0,5.097,0.0,5.097,0.0,5.097,10.195,0.0,0.0,5.097,20.389,15.292,10.195,5.097,0.0,10.195,0.301,-0.387,-0.143,-0.892,-0.372,-0.556,0.143,0.403,-0.27,-0.173
1,4.54,13.622,0.0,0.0,0.0,0.0,0.0,13.622,4.54,0.0,0.0,0.0,27.244,0.0,36.326,0.0,0.0,0.0,0.0,0.0,-0.569,-0.11,-0.205,-0.17,-0.684,-0.195,1.918,0.944,-0.639,-0.185
1,7.666,7.666,0.0,0.0,0.0,0.0,7.666,0.0,0.0,0.0,7.666,15.334,0.0,0.0,7.666,7.666,15.334,0.0,0.0,15.334,2.903,1.527,0.952,0.81,-0.267,0.764,1.21,1.343,-0.805,-0.437
1,6.908,0.0,0.0,6.908,0.0,13.815,6.908,20.723,6.908,6.908,13.815,0.0,6.908,0.0,0.0,6.908,0.0,6.908,0.0,0.0,-0.067,-0.249,-0.834,-1.995,0.062,2.28,0.648,-0.166,-0.585,-2.71
