label,pssm_avg_A,pssm_avg_R,pssm_avg_N,pssm_avg_D,pssm_avg_C,pssm_avg_Q,pssm_avg_E,pssm_avg_G,pssm_avg_H,pssm_avg_I,pssm_avg_L,pssm_avg_K,pssm_avg_M,pssm_avg_F,pssm_avg_P,pssm_avg_S,pssm_avg_T,pssm_avg_W,pssm_avg_Y,pssm_avg_V,pssm_sum_A,pssm_sum_R,pssm_sum_N,pssm_sum_D,pssm_sum_C,pssm_sum_Q,pssm_sum_E,pssm_sum_G,pssm_sum_H,pssm_sum_I,pssm_sum_L,pssm_sum_K,pssm_sum_M,pssm_sum_F,pssm_sum_P,pssm_sum_S,pssm_sum_T,pssm_sum_W,pssm_sum_Y,pssm_sum_V,pssm_std_A,pssm_std_R,pssm_std_N,pssm_std_D,pssm_std_C,pssm_std_Q,pssm_std_E,pssm_std_G,pssm_std_H,pssm_std_I,pssm_std_L,pssm_std_K,pssm_std_M,pssm_std_F,pssm_std_P,pssm_std_S,pssm_std_T,pssm_std_W,pssm_std_Y,pssm_std_V,pssm_overall_avg,pssm_overall_std
1,-3.75,-5.9,-2,-5.15,-9.25,-5.2,-5.25,-5.7,-4.35,-4.3,-5.4,-4.8,-5.25,-6,-6.25,-2.9,-3.6,-8.85,-5.3,-5.55,-75,-118,-40,-103,-185,-104,-105,-114,-87,-86,-108,-96,-105,-120,-125,-58,-72,-177,-106,-111,4.063638504,3.416677364,5.794734452,6.310183916,5.683540409,5.187028355,5.128609127,4.543358368,3.66024158,3.771081096,5.452184497,5.763770696,4.423323352,7.22568518,3.126710058,3.596782188,3.912194162,5.842449018,5.272570531,2.999561371,-5.2375,5.046394133
1,-4.130434783,-5.869565217,-1.869565217,-4.913043478,-9.826086957,-5.130434783,-5,-5.913043478,-4.304347826,-4.782608696,-5.608695652,-4.913043478,-5.782608696,-6.434782609,-6.52173913,-2.956521739,-4.043478261,-8.173913043,-5.391304348,-6.130434783,-95,-135,-43,-113,-226,-118,-115,-136,-99,-110,-129,-113,-133,-148,-150,-68,-93,-188,-124,-141,4.277896125,3.348057073,5.941413574,6.700834707,5.490919561,5.336873002,5.962000884,4.708918458,3.573065689,3.825233466,5.220058607,5.631994992,4.410282631,6.787864083,3.072895662,3.417578367,3.982669969,7.252912731,4.933550542,3.520128456,-5.384782609,5.183354101
1,-2.909090909,-5,-3.181818182,-4.909090909,-9.727272727,-3.909090909,-4.590909091,-6.681818182,-5.409090909,-3.318181818,-4.818181818,-4.863636364,-4.590909091,-7,-4.818181818,-3.090909091,-2.5,-9.590909091,-7.545454545,-4.545454545,-64,-110,-70,-108,-214,-86,-101,-147,-119,-73,-106,-107,-101,-154,-106,-68,-55,-211,-166,-100,4.648697625,4,3.486523219,6.038835357,3.743970622,4.699636165,4.717334709,3.656518819,2.905808484,5.384159868,4.826872828,3.991603742,3.567833689,5.246313899,4.182006395,3.476575914,4.708148964,6.20030023,3.158168136,4.137255505,-5.15,4.759225491
1,-3.291666667,-3.625,-3.625,-4.75,-9.666666667,-3.291666667,-4.083333333,-5.583333333,-4.791666667,-4.333333333,-6.041666667,-4.333333333,-4.75,-8.333333333,-4.583333333,-3.208333333,-4.375,-9.708333333,-8.666666667,-4.541666667,-79,-87,-87,-114,-232,-79,-98,-134,-115,-104,-145,-104,-114,-200,-110,-77,-105,-233,-208,-109,3.793348488,6.645119163,3.173429088,6.468989572,3.919479409,3.770355382,5.388527803,3.922251646,2.395270098,3.996375169,5.051725204,4.156364074,3.416710852,5.272295653,3.537582897,3.513689584,2.222659981,5.512666574,3.045547951,4.403350174,-5.279166667,4.719328975
1,-3.541666667,-6.25,-3.75,-5.416666667,-9.041666667,-4.416666667,-4.583333333,-5.958333333,-5.333333333,-4.083333333,-5.541666667,-4.541666667,-4.25,-9.416666667,-5.791666667,-3.5,-3.208333333,-12.375,-7.583333333,-3.791666667,-85,-150,-90,-130,-217,-106,-110,-143,-128,-98,-133,-109,-102,-226,-139,-84,-77,-297,-182,-91,3.161991209,3.313345872,4.455089908,5.807915638,6.931209611,4.643056215,5.460663016,3.827579172,3.908370801,3.574263885,6.164267062,5.587090451,5.502963628,3.955366928,1.84105751,3.270420795,4.510655661,3.909992772,2.701314763,4.863163818,-5.61875,5.004837504
1,-1.066666667,-5.8,-3.8,-3.933333333,-9.2,-3.533333333,-2.2,-5.2,-5.933333333,-3.933333333,-6,-5.266666667,-4.733333333,-9.2,-4.533333333,-2.6,-2.933333333,-11.53333333,-7.666666667,-3.333333333,-16,-87,-57,-59,-138,-53,-33,-78,-89,-59,-90,-79,-71,-138,-68,-39,-44,-173,-115,-50,5.391351098,2.8081514,2.541090879,4.463609473,4.312771731,4.882427187,6.049793385,3.707135976,2.186538905,4.905778905,2.591193878,4.250490168,2.914659173,3.820994635,3.461351236,3.480558248,4.283967898,7.288608202,1.588650221,5.72795983,-5.12,4.843442302
1,-1.923076923,-6.384615385,-0.615384615,-2.769230769,-8.230769231,-3.923076923,-2.923076923,-4,-3.384615385,-6.230769231,-6.538461538,-5.153846154,-6.923076923,-7.615384615,-3.923076923,-1.307692308,-3.615384615,-9.923076923,-6.307692308,-5.538461538,-25,-83,-8,-36,-107,-51,-38,-52,-44,-81,-85,-67,-90,-99,-51,-17,-47,-129,-82,-72,4.232051088,2.754948927,4.839739345,5.47956577,4.065174169,3.303067727,4.071476769,4.725815626,4.574174999,2.385855757,4.427478301,2.511511957,3.226492896,4.194012827,4.855607385,4.589564529,2.662657242,4.386751616,5.822150453,2.183856856,-4.861538462,4.592223939
1,0.818181818,-7.181818182,-3.636363636,-3.727272727,-9.090909091,-3.545454545,-2.181818182,-3.454545455,-6.454545455,-4.909090909,-6,-5.727272727,-5.181818182,-9.090909091,-2.454545455,-1.818181818,-1.727272727,-13.18181818,-8.454545455,-3.545454545,9,-79,-40,-41,-100,-39,-24,-38,-71,-54,-66,-63,-57,-100,-27,-20,-19,-145,-93,-39,4.331701324,1.53741223,1.689540013,3.977207792,3.534248023,2.46429042,5.056049482,4.009080602,1.368476259,2.809076199,4.538722287,1.848832555,2.522624896,3.015113446,4.107642544,2.600699207,4.921197194,2.676497032,2.381748785,1.809068067,-5.027272727,4.437360171
1,-2.652173913,-7.304347826,-2.52173913,-2.913043478,-10.04347826,-3.869565217,-2.608695652,-5.695652174,-5.173913043,-2.347826087,-5.608695652,-5.304347826,-4.826086957,-7.913043478,-6.173913043,-3.956521739,-2.695652174,-12.43478261,-6.608695652,-2.956521739,-61,-168,-58,-67,-231,-89,-60,-131,-119,-54,-129,-122,-111,-182,-142,-91,-62,-286,-152,-68,3.024275956,2.20402076,4.52135906,6.529047289,3.710896251,4.341180692,5.5328698,3.036666573,2.656932167,4.628063562,4.678180789,3.021660931,5.033092073,5.984168838,2.534349009,2.653955211,4.257984826,3.61595061,4.499890205,5.235180477,-5.180434783,4.930390211
1,-2.3,-5.6,-2.35,-3.5,-10.95,-2.05,-2.5,-5.3,-4.55,-4.3,-4.15,-4.05,-4,-8.6,-4.7,-3.1,-2.35,-10.1,-8.1,-4.45,-46,-112,-47,-70,-219,-41,-50,-106,-91,-86,-83,-81,-80,-172,-94,-62,-47,-202,-162,-89,3.921600103,4.750623228,3.407036063,5.898260225,3.677456215,4.045465298,5.529823448,3.388836161,2.394621166,2.273416164,6.384809275,3.219594613,3.433580301,4.309109079,2.178845663,3.712000454,4.847951276,4.089781876,2.049390153,2.258900524,-4.85,4.640851215
1,-2,-8.285714286,-4.142857143,-5.785714286,-10.21428571,-6,-5.642857143,-3.357142857,-6.928571429,-4.857142857,-5.642857143,-7,-5.142857143,-7.285714286,-4.571428571,-3.142857143,-2.214285714,-12.71428571,-8.928571429,-3.571428571,-28,-116,-58,-81,-143,-84,-79,-47,-97,-68,-79,-98,-72,-102,-64,-44,-31,-178,-125,-50,4.242640687,1.898524586,2.957575485,5.686401748,3.533979483,2.717464882,4.271680319,6.258620429,1.639150142,4.3827835,6.147008564,3.137858162,3.899845024,5.497252061,4.237457251,3.438629934,5.963718141,4.008233285,4.410900583,3.776736192,-5.871428571,4.912582761
1,-2.727272727,-6.090909091,-3.818181818,-4.272727273,-11.72727273,-1.636363636,-2.181818182,-5.090909091,-5,-4.545454545,-4.272727273,-4.454545455,-3.636363636,-9.818181818,-4.818181818,-4.181818182,-3.818181818,-12.54545455,-8.818181818,-3.818181818,-30,-67,-42,-47,-129,-18,-24,-56,-55,-50,-47,-49,-40,-108,-53,-46,-42,-138,-97,-42,3.523944071,3.238967288,2.400757456,4.755857632,3.663083649,5.463931319,5.635923736,4.41485097,3.16227766,3.777926319,6.018154353,4.435394827,3.107176444,4.166969686,1.887759615,2.713602101,4.045199175,3.503245249,2.400757456,4.30855386,-5.363636364,4.792469989
1,-2.692307692,-7.384615385,-5.769230769,-9.384615385,-8.307692308,-6.384615385,-7.307692308,-6.846153846,-5.923076923,-4.538461538,-3,-8.307692308,-4.769230769,-5,-4.076923077,-3.538461538,-4.846153846,-9.615384615,-6.230769231,-4.153846154,-35,-96,-75,-122,-108,-83,-95,-89,-77,-59,-39,-108,-62,-65,-53,-46,-63,-125,-81,-54,5.186273797,2.292686253,2.803386231,4.717670003,6.992670155,3.863039855,3.987158875,5.336137084,1.497861724,3.017045592,7.416198487,2.780426088,4.833112285,5.845225972,6.383070558,4.520608083,3.023412913,4.592357084,6.326582097,2.339734809,-5.903846154,4.918800727
1,-2.791666667,-5.208333333,-2.875,-4.291666667,-9.375,-2.625,-3.166666667,-5.208333333,-4.208333333,-3.416666667,-4.125,-3.666666667,-3.958333333,-7.083333333,-5.166666667,-3.708333333,-3.958333333,-10.41666667,-7.25,-3.458333333,-67,-125,-69,-103,-225,-63,-76,-125,-101,-82,-99,-88,-95,-170,-124,-89,-95,-250,-174,-83,3.488853888,4.149166146,3.651235646,5.376916578,3.511626651,5.281736375,4.779181908,4.934168065,3.550617419,5.428721258,5.326818938,4.166811592,3.939533924,4.808657651,3.643537062,3.316351671,2.404328826,3.821184277,5.126656678,4.373628149,-4.797916667,4.732291093
1,-2,-7.133333333,-3.866666667,-5.533333333,-6.4,-5.733333333,-4.4,-4.933333333,-6.2,-3.866666667,-5.933333333,-6.666666667,-5.533333333,-8.333333333,-5.266666667,-2.2,-3.333333333,-11.93333333,-7,-3.466666667,-30,-107,-58,-83,-96,-86,-66,-74,-93,-58,-89,-100,-83,-125,-79,-33,-50,-179,-105,-52,3.90969491,2.065591118,4.79384526,5.540328338,7.817562645,4.199773237,6.322296147,4.495500396,2.077085871,4.533473387,6.463818715,3.696845502,4.596064569,3.940026589,2.404361117,4.36217508,4.099941928,4.574255079,2.420153478,3.907258203,-5.486666667,4.906100511
1,-3.888888889,-7.5,-3.166666667,-4.833333333,-10.11111111,-5.833333333,-4.666666667,-5.388888889,-5,-5.333333333,-6.666666667,-6.333333333,-6.388888889,-5.444444444,-6.777777778,-3.555555556,-4.277777778,-10.16666667,-4.666666667,-5.944444444,-70,-135,-57,-87,-182,-105,-84,-97,-90,-96,-120,-114,-115,-98,-122,-64,-77,-183,-84,-107,3.863690538,2.995094028,3.45134245,6.921832467,4.114377787,4.949747468,6.305926251,5.370276462,3.880570001,3.086974533,4.352146191,4.982321689,3.516998869,8.28337969,3.422341056,3.450868982,4.762668006,4.913965692,7.079381827,2.208865086,-5.797222222,5.039895618
1,-4.133333333,-6.266666667,-4.933333333,-7.466666667,-9.8,-4.866666667,-4.866666667,-7.466666667,-5.6,-4.333333333,-3.866666667,-5.266666667,-3.466666667,-5.6,-5.466666667,-4.866666667,-4.6,-10.53333333,-5.866666667,-4.333333333,-62,-94,-74,-112,-147,-73,-73,-112,-84,-65,-58,-79,-52,-84,-82,-73,-69,-158,-88,-65,3.719959037,3.195234547,2.374467359,4.437931736,4.3457697,5.208052373,4.290632099,4.969430359,3.089151525,4.577377082,5.527420823,4.165618916,7.140094704,5.692099788,6.457184998,2.503331114,1.638814903,3.943650714,8.534523726,3.086066999,-5.68,4.92113808
1,-2.769230769,-5.615384615,-3.769230769,-5.230769231,-8.615384615,-3.846153846,-3.153846154,-5.538461538,-5.153846154,-5.230769231,-6.384615385,-4.769230769,-4.846153846,-7.615384615,-4.846153846,-3,-3.384615385,-11.07692308,-6.307692308,-4.307692308,-36,-73,-49,-68,-112,-50,-41,-72,-67,-68,-83,-62,-63,-99,-63,-39,-44,-144,-82,-56,3.789323734,4.664376728,2.554533426,4.493585171,4.03192389,5.336137084,5.129102486,4.909436231,2.882306768,3.34549065,3.014920163,3.833054616,5.595327721,5.172659882,5.304811556,3.559026084,3.686426941,4.590961019,7.59807668,3.966203377,-5.273076923,4.769942565
1,-3.473684211,-6.526315789,-1.315789474,-3.421052632,-8.842105263,-4.052631579,-4,-3.842105263,-3.368421053,-7.105263158,-8.210526316,-5.684210526,-8.157894737,-10.31578947,-4.894736842,-2.789473684,-4.789473684,-12.52631579,-8.263157895,-6.263157895,-66,-124,-25,-65,-168,-77,-76,-73,-64,-135,-156,-108,-155,-196,-93,-53,-91,-238,-157,-119,3.963281764,3.255225219,5.935323932,6.122052937,7.243872183,5.359038929,5.426273532,5.659438114,5.899251613,2.726306758,4.905540489,5.088687143,3.833524023,3.400206392,3.619311427,2.594415956,2.551229494,4.03276058,4.134436751,2.104020101,-5.892105263,5.266222134
1,-2.916666667,-5.666666667,-2.833333333,-4.25,-9.416666667,-5,-3.833333333,-5.25,-5.166666667,-4.75,-7,-4.833333333,-6.25,-7.166666667,-5,-3.25,-4.25,-10.83333333,-6.5,-5.5,-35,-68,-34,-51,-113,-60,-46,-63,-62,-57,-84,-58,-75,-86,-60,-39,-51,-130,-78,-66,4.813963276,5.193235694,4.386618771,6.239536696,3.654594452,4.199567077,5.322906474,5.083395429,2.724746305,4.55521679,2.923260944,5.201980975,3.278719262,6.952217872,5.325752188,2.562846429,2.490892502,4.802145985,6.612660034,3.261343839,-5.483333333,4.875932959
1,-2.769230769,-5.923076923,-0.384615385,-2.153846154,-8.923076923,-4.076923077,-2.692307692,-3.923076923,-3.538461538,-5.461538462,-7.384615385,-4.615384615,-7.461538462,-8.076923077,-5.846153846,-2.692307692,-4,-10.76923077,-6.461538462,-5.615384615,-36,-77,-5,-28,-116,-53,-35,-51,-46,-71,-96,-60,-97,-105,-76,-35,-52,-140,-84,-73,4.361839179,5.024299926,5.20478084,5.336137084,3.148055973,3.639174322,4.289223228,5.851802265,5.109066852,4.647855861,2.662657242,2.987151975,2.961288701,4.386751616,2.853248261,2.719822769,2.309401077,4.657500155,6.159212404,3.096731114,-5.138461538,4.764861522
1,-1.615384615,-6.538461538,-0.384615385,-0.384615385,-9.846153846,-2.230769231,-0.153846154,-4.307692308,-3.615384615,-5,-7.615384615,-4.461538462,-7.307692308,-9.615384615,-3.923076923,-2.230769231,-3.615384615,-12.15384615,-7.615384615,-5.384615385,-21,-85,-5,-5,-128,-29,-2,-56,-47,-65,-99,-58,-95,-125,-51,-29,-47,-158,-99,-70,3.819652286,2.726884199,4.463527408,4.822490047,3.996793587,2.586949496,4.669870695,2.780426088,4.555920352,4.143267632,2.844247456,1.941450687,2.839736355,3.990373031,4.329386763,3.419401657,2.364263858,3.826359319,2.930826435,2.987151975,-4.9,4.771469698
1,-3.083333333,-5.5,-3.416666667,-5.5,-9,-5.916666667,-5.583333333,-4,-5.5,-5.416666667,-6.916666667,-6.5,-6.25,-5.75,-3.916666667,-2.333333333,-4.583333333,-10.25,-8,-5.833333333,-37,-66,-41,-66,-108,-71,-67,-48,-66,-65,-83,-78,-75,-69,-47,-28,-55,-123,-96,-70,3.872005197,5.161042883,4.832810839,6.571287407,3.275251552,3.848455023,4.71859635,5.575922264,2.844452336,5.195423394,3.260182185,4.253340933,2.832441928,7.496969085,6.185883245,3.472838329,2.968266508,5.189587477,5.688904672,3.010084062,-5.6625,4.878380238
1,-2.210526316,-6.210526316,-1.526315789,-3.315789474,-9.631578947,-3.368421053,-3.578947368,-3.684210526,-4.789473684,-5.842105263,-5.578947368,-4.736842105,-5.368421053,-8.473684211,-4.052631579,-1.263157895,-2.631578947,-10.15789474,-8.631578947,-5.368421053,-42,-118,-29,-63,-183,-64,-68,-70,-91,-111,-106,-90,-102,-161,-77,-24,-50,-193,-164,-102,2.859272389,2.897871774,4.401621179,5.637696846,4.499512644,4.232290243,3.453111149,4.72643431,3.119454143,3.184391759,5.919044494,2.305599591,3.654685369,3.687342028,3.658683494,4.712184033,4.297422048,4.193422865,3.218186624,2.265944157,-5.021052632,4.602582679
1,-2.833333333,-4.666666667,-0.5,-2.833333333,-9.25,-3.416666667,-3.083333333,-4.916666667,-4.5,-3.75,-5.5,-3.5,-4.416666667,-7.416666667,-5,-1.5,-3,-9.25,-7.166666667,-4.75,-34,-56,-6,-34,-111,-41,-37,-59,-54,-45,-66,-42,-53,-89,-60,-18,-36,-111,-86,-57,3.511884584,4.57926817,5.977229519,6.102657146,4.092676386,2.108783938,4.501683187,3.28794861,3.529099808,4.202272113,5,2.576114057,5.976595768,3.872005197,2.449489743,4.441539455,2.296241989,4.454313538,2.516611478,3.165869118,-4.5625,4.526340731
1,0.545454545,-4.818181818,-3.636363636,-5.818181818,-5.272727273,-5,-5,-4,-6.636363636,-6.545454545,-8.545454545,-5.636363636,-6.363636364,-9.636363636,-1.181818182,0.909090909,-2.090909091,-11.63636364,-8.636363636,-5.090909091,6,-53,-40,-64,-58,-55,-55,-44,-73,-72,-94,-62,-70,-106,-13,10,-23,-128,-95,-56,4.967164913,2.522624896,3.354779494,3.429815792,6.084256883,3.405877273,3.714835124,2.966479395,1.566698904,1.507556723,2.659459959,5.16280403,3.009077177,2.65603943,5.036232358,4.134115273,2.46797672,4.410730717,3.009077177,2.586679163,-5.204545455,4.635728566
1,-2.615384615,-5.538461538,-3.769230769,-5.153846154,-8.615384615,-3.923076923,-4.153846154,-6.307692308,-3.923076923,-2.769230769,-4.923076923,-5.307692308,-4.384615385,-6.153846154,-4.615384615,-3.076923077,-2.538461538,-10.07692308,-6,-4.153846154,-34,-72,-49,-67,-112,-51,-54,-82,-51,-36,-64,-69,-57,-80,-60,-40,-33,-131,-78,-54,4.292211193,4.483588307,2.65059258,5.639830876,3.477030858,5.298766184,5.320497374,3.038218101,4.071476769,4.850323806,4.348592463,3.881250129,3.969434501,6.681393989,4.856927382,3.252218178,4.683577419,4.271251543,5.730037813,3.826359319,-4.9,4.738305442
1,-2.5,-0.75,-5.333333333,-6.916666667,-8.083333333,-2.583333333,-5.333333333,-5.416666667,-4,-5.916666667,-6.833333333,-4.25,-5.25,-9.333333333,-0.916666667,-2.583333333,-4.333333333,-9.916666667,-10.66666667,-5,-30,-9,-64,-83,-97,-31,-64,-65,-48,-71,-82,-51,-63,-112,-11,-31,-52,-119,-128,-60,4.562694579,7.460502055,1.497472618,3.203927514,2.108783938,3.776923552,3.284490644,4.358029858,2.828427125,3.175426481,1.99240984,3.414541098,2.261335084,1.370688834,5.517877282,1.729862492,1.874873733,5.884623002,2.309401077,4.327501904,-5.295833333,4.454396626
1,-0.428571429,-4.428571429,-1.571428571,-2.357142857,-7.285714286,-3.142857143,-2.428571429,-3.571428571,-4.357142857,-6.642857143,-8.214285714,-4.714285714,-6.571428571,-8.785714286,-2.714285714,0.5,-2.642857143,-9.785714286,-8.428571429,-5.571428571,-6,-62,-22,-33,-102,-44,-34,-50,-61,-93,-115,-66,-92,-123,-38,7,-37,-137,-118,-78,4.200994126,4.799267343,2.737609449,5.123207272,4.195759241,2.107026445,4.145698154,2.563479778,4.106414173,1.33630621,2.293085641,1.938618518,2.593313465,3.445812876,3.811492165,4.586770273,2.844891315,5.26495776,2.76556534,2.101804562,-4.657142857,4.434880299
1,-3.181818182,-5.363636364,-3.545454545,-5.272727273,-8.181818182,-5.454545455,-4.818181818,-6.818181818,-5.272727273,-3.545454545,-6.454545455,-5.909090909,-6.272727273,-5.636363636,-4.090909091,-3.272727273,-3.909090909,-10.09090909,-6.727272727,-4.909090909,-35,-59,-39,-58,-90,-60,-53,-75,-58,-39,-71,-65,-69,-62,-45,-36,-43,-111,-74,-54,4.142901925,5.182137151,3.357488239,6.783670232,3.868285972,3.933538772,4.622081389,3.99545196,2.327698825,5.955898528,3.830499611,3.269695565,3.770700441,6.917697988,6.862281624,3.875329898,2.427119505,4.948829063,6.724446581,3.806692671,-5.436363636,4.823290602
